,title,company,description
148,Chargé d'études Risques Actuarielles en Alternance (H/F),Manpower,"L'entreprise  Manpower CABINET DE RECRUTEMENT DE LA DEFENSE recherche pour son client, un acteur du secteur Assurance, un Chargé d'études Risques Actuarielles en Alternance (H/F)  Les missions  Vous travaillerez au sein de l’équipe de gestion des risques et serez rattaché au responsable de la direction des risques. Cette équipe assure le suivi du profil de risque de l’entreprise en identifiant et évaluant l’ensemble de ses risques. Elle assure aussi le suivi du dispositif de gestion des risques.  Encadré par votre tuteur, vous intervenez sur les problématiques liées à la gestion des risques avec une vision groupe (VIE et IARD), appréhendez plus précisément des notions de Solvabilité 2, risques de placements financiers, gestion actif/passif, … participez aux missions suivantes : Analyse des risques de marché, de liquidités, de crédits, de souscription et de durabilité des placements (risques environnementaux, sociétaux, et liés à la gouvernance). Réalisez et faites évoluer des tableaux de bord des Risques. Cette description n’est pas limitative.  Le profil  Vous préparez un Master 1 / Master 2 au sein d’une école d’actuaire et vous souhaitez réaliser une alternance en études de risques. Vous justifiez également d’une expérience ou d’études dans les techniques actuarielles et/ou statistiques.  Vous avez le goût des chiffres et la manipulation des données. Vous avez des connaissances dans les outils informatiques tels que Excel, VBA, Matlab, SAS. Vous avez une forte capacité d'analyse, de formalisation et de synthèse. Vous êtes organisé(e) et rigoureux. Vous êtes une personne curieuse et autonome. Vous avez le goût du travail en équipe.  Prise de poste prévue en Septembre 2021.  Dans le cadre de sa politique diversité, Manpower étudie, à compétences égales, toutes candidatures dont celles de personnes en situation de handicap Manpower"
149,FRA-Paris-Assurance- Audit Actuariat- Associate,PwC,"Line of Service Assurance  Industry/Sector Not Applicable  Specialism Actuarial Services  Management Level Associate  Job Description & Summary Rejoignez le leader mondial de l’audit et du conseil et vivez une expérience unique au sein de nos équipes d’actuariat dans un contexte d’innovation et de transformation.  Relevez nos défis auprès de ce secteur en pleine mutation, créez de la valeur face à ses enjeux, accompagnez nos collaborateurs dans la réalisation de missions d’audit et de conseil dans le secteur de l’assurance.  Dans le cadre de son développement, notre département Audit Actuariat, recherche un(e) Actuaire Junior. Vous mettrez vos compétences au service de sociétés prestigieuses et bénéficierez, en plus d'un programme de formation ambitieux, d'outils technologiques de premier plan.  Vous souhaitez rejoindre une structure où vous pourriez faire à la fois de l'actuariat vie, non-vie et de la réassurance.  Rejoignez notre équipe, à taille humaine, et vivez la « PwC experience » !  Ce que vous pouvez attendre des missions :  Intervenir au cœur des directions financières et actuariat de nos clients, acteurs majeurs et leaders de l’assurance, en développant une relation de proximité avec vos différents interlocuteurs ;  Effectuer des revues actuarielles de provisionnement, tant en assurance vie qu’en assurance non-vie ;  Effectuer des revues Solvabilité 2 des bilans prudentiels et des calculs de risque en modèle interne et formule standard ;  Effectuer des revues des valorisations économiques en assurance vie MCEV ;  Accompagner nos clients de premiers plans sur l’implémentation de la norme IFRS 17 ;  Effectuer du conseil et des activités diverses au sein d’un secteur dynamique ;  Être support aux équipes Transactions sur des opérations de haut de bilan (fusions acquisitions, transferts de portefeuille, réassurance)  Ce que nous attendons de vous :  Déjà ou bientôt diplômé(e) en Actuariat  Motivé(e), dynamique et capable de mener à bien différents projets en même temps  Rigueur et aptitude à travailler en équipe  Des qualités rédactionnelles, et de communication  Un niveau d’anglais courant qui vous permettra de travailler, voire d’évoluer, dans un environnement international et au sein d’un réseau de plus de 1200 actuaires  Mots clés : actuariat, actuaire, audit, conseil, junior, vie, non vie, Solvabilité 2, Embedded Value, IFRS 17  Education (if blank, degree and/or field of study not specified) Degrees/Field of Study required:  Degrees/Field of Study preferred:  Certifications (if blank, certifications not specified)  Desired Languages (If blank, desired languages not specified)  Travel Requirements Not Specified  Available for Work Visa Sponsorship? Yes  Government Clearance Required? No  Job Posting End Date PwC"
150,"Responsable Risques & Actuariat IARD, Fonction clé actuariat IARD",Cabinet Aptic,"Notre client, un Bancassureur, recherche afin de renforcer ses équipes, un(e) :  Responsable Risques & Actuariat IARD, Fonction clé actuariat IARD (H/F)  Au sein de la Direction Risques et Actuariat, le Pôle Risques Techniques & Financiers et Actuariat IARD est composé d'une équipe de 4 personnes, dont le responsable intervient sur différents sujets : il développe le pilotage et répond aux besoins de quantification des risques techniques et financiers, il réalise les calculs réglementaires Solvabilité 2 et assure les missions de la Fonction actuarielle pour l'activité IARD de la structure.  Missions  En tant que Responsable Risques et Actuariat :  – Suivre l'actualité réglementaire relative aux modifications de textes ayant un impact sur les travaux Solvabilité (tous piliers). Partager l'information avec les autres membres de la direction.  – Développer le cadre de l'appétit pour le risque et sa déclinaison dans les politiques techniques et financières  – Analyser le profil de risque techniques et financiers en lien avec les autres personnes du pôle et les autres directions et assurer le suivi de ces risques et le respect des limites en s'appuyant sur les travaux réalisés par la Direction Technique et les autres directions et en produire les éléments de présentation pour les différents comités risques ;  – Etablir et mettre à jour la cartographie des risques ;  – Mettre en place les systèmes de mesure des risques et les indicateurs de rentabilité du capital alloué ;  – Elaborer les scenarios de stress  – Encadrer le processus ORSA et la production du rapport ORSA  – Garantir les modélisations et les calculs relatifs au pilier 1 et 3 de solvabilité 2  – Définir les techniques d'atténuation et plans de couverture des risques  En tant que Responsable de la Fonction Actuarielle :  – Coordonner le calcul des provisions techniques S2 et émettre une opinion sur leur calcul et la cohérence des résultats obtenus. A ce titre, la fonction actuarielle développe des contrôles dans le but de garantir que les méthodes appliquées sont pertinentes et auditables et que les hypothèses utilisées et les résultats des modèles sont cohérents. Dans le cas où des incohérences seraient décelées, la fonction actuarielle propose s'il y a lieu les corrections nécessaires  – Expliquer la variation des provisions techniques d'une période à une autre, en mettant en évidence les éléments de la variation résultant d'évolutions méthodologiques et du changement de données ou d'hypothèses  – Emettre une opinion sur la politique de souscription et de réassurance. A ce titre, mener des analyses 2ème niveau et Formuler un avis sur les nouveaux produits en tant que Fonction Actuarielle (plus particulièrement avis vis-à-vis de la politique de souscription, politique de réassurance et Qualité des données nécessaires aux calculs de provisions)  – Apprécier la suffisance et la qualité des données utilisées dans le calcul des provisions techniques. A ce titre, la fonction actuarielle fournit des recommandations quant aux procédures internes ou aux systèmes d'information ;  – Produire les études et le rapport actuariel, en tant que Fonction actuarielle. Ce rapport documente toutes les tâches importantes entreprises par la fonction actuarielle et leurs résultats en matière de souscription, de provisionnement et de réassurance, en identifiant entre autres les éventuelles insuffisances en matière de gestion des risques et en fournissant des recommandations.  – Contribuer (et éventuellement être chef de projet) aux projets du Pôle Assurance pour lesquels la Direction Risques & Actuariat est contributrice dans les domaines du périmètre de responsabilité sus visés;  Profil :  – Diplôme d’actuaire (ou équivalent) et au moins 12-15 ans d'expérience acquise en compagnie d’assurance, mutuelle / institut de prévoyance, ou en cabinet de conseil en actuariat sur un poste similaire,  – Première expérience managériale acquise,  – Connaissance des produits IARD et plus particulièrement Auto et MRH,  – Connaissance de la norme et des textes relatifs à la réglementation prudentielle S2,  – Aptitudes à la conduite de projet, et à la gestion / analyse transversale. Cabinet Aptic"
151,Gérant analyste Crédit High-Yield F/H,La Française,"Contrat :CDI Temps de travail :Temps plein Expérience :De 5 à 10 ans Niveau d'études :Master, DESS, DEA, Bac+5 Votre mission chez La Française :  Descriptif :  Fort de plus de 600 collaborateurs en France comme à l'international, La Française gère 50 milliards d'euros d'actifs (30/06/2020). Organisé autour de 2 piliers que sont les « actifs financiers » et les « actifs immobiliers », La Française déploie un modèle multi-boutiques auprès d'une clientèle institutionnelle et patrimoniale en France et à l'international grâce à ses implantations à Paris, Francfort, Hambourg, Londres, Luxembourg, Madrid, Milan, Genève, Stamford (CT, USA), Hong Kong, Séoul et Singapour.  Le Groupe La Française possède un actionnariat solide en tant que filiale de la Caisse Fédérale du Crédit Mutuel Nord Europe (CMNE).  Missions :  Vous rejoignez La Française Asset Management au sein de l'équipe crédit - High Yield dans l'objectif de renforcer les moyens d'analyse et de gestion de ce pôle.  Dans ce contexte, les missions suivantes vous seront confiées :  Produire l'analyse crédit des émetteurs High-Yield nécessaire à la gestion de l'ensemble des fonds du pôle obligataire Analyser les fondamentaux des émetteurs dans le cadre des investissements existants ou à réaliser Evaluer les risques Comprendre la documentation d'émission, les covenants et la structure du passif Participer aux RS et rencontre avec le management Emettre un avis, des recommandations d'investissements, hiérarchisation et assurer le suivi Apporter son savoir aux collaborateurs au travers des comités dédiés et au quotidien pour l'équipe crédit et les autres pôles de gestion Co-gérer les fonds HY de l'équipe - Univers d'investissement HY global Prendre des décisions d'investissements sur les portefeuilles buy & hold de la gamme La Française ou les mandats de gestion Passer les ordres et négociations sur les marchés Assurer le reporting et les rendez-vous clients : soutien actif à l'animation commerciale en interne et externe (participation aux Road Shows en France et à l'international) Travailler avec l'équipe HY, l'ingénierie et les autres départements du groupe sur la conception de nouveaux produits HY  Participer aux comités de gestion de spécialistes et au processus de gestion  Profil de candidat recherché :  Profil :  Diplômé d'Etudes Supérieures Bac + 5 (ingénieur, actuaire, formation en mathématiques ou scientifique).  Expérience d'au moins 5 années à un poste de Gérant/analyse sur le High Yield Global.  Bonne capacité relationnelle et aptitude à travailler en équipe, relations transversales avec les fonctions support, bon relationnel client et avec les contreparties.  Rigueur, implication, autonomie et énergie positive.  Anglais courant.  La Française s'engage à recruter dans le respect de l'égalité des chances et de la diversité. La Française"
152,Consultant(e) Stagiaire Actuariat - H/F,PwC,"Line of Service Assurance  Industry/Sector Not Applicable  Specialism Assurance  Management Level Intern/Trainee  Job Description & Summary Vous désirez relever de nouveaux défis auprès du secteur de l’assurance en pleine mutation, et créer de la valeur face à ses enjeux, nous recherchons un(e) Stagiaire.  Venez vivre une expérience unique au sein de notre équipe d’actuariat dans un contexte d’innovation et de transformation. RVMS, Risk and Value Measurement Services, est un pôle d’expertise unique au sein de PwC France intervenant auprès de ""l'industrie financière"" pour répondre à leurs enjeux en matière de risque et de valeur. Il est composé de spécialistes de la finance quantitative, d’actuaires et de data scientists, praticiens des métiers du risque et de la valorisation.  Les 70 collaborateurs qui composent ce pôle maîtrisent à la fois les techniques quantitatives et l’environnement fonctionnel, opérationnel et réglementaire.  Vous souhaitez rejoindre une structure où vous pourriez faire à la fois de l'actuariat vie, non-vie, de la réassurance et de la finance quantitative voire de la data science ?  N’hésitez pas, rejoignez notre équipe, à taille humaine, et vivez la « PwC experience » !  Description de l'emploi  Ce que vous pouvez attendre des missions :  Vous interviendrez au cœur des organisations, procédures, méthodes, calculs, modèles actuariels de nos clients conseil en développant une relation de proximité avec vos différents interlocuteurs  Vous assisterez et accompagnerez les clients sur des projets en lien avec la mise en place de la norme IFRS17, le reporting financier et règlementaire (Solvabilité II, pilotage multi-normes, étude ALM), le risk management (ORSA, optimisation du capital), et la modélisation actuarielle  Vous participerez à des missions de transformation de nos clients (efficacité opérationnelle, fast-close, robotique et data visualisation)  Vous serez support des équipes Transactions sur des opérations fusions-acquisitions ou de transfert de portefeuille  Vous collaborerez en équipe, développerez vos compétences techniques et relationnelles tout au long de vos missions.  Ce que nous attendons de vous :  Bientôt diplômé(e) en actuariat  Avoir des connaissances des aspects de modélisation en actuariat seraient un plus: logiciels R, MoSes ou Prophet, …  Être motivé(e) et dynamique  De la rigueur et une aptitude à travailler en équipe.  Des qualités rédactionnelles, de communication et de leadership ainsi qu'une forte curiosité intellectuelle et une grande adaptabilité  Maitrise de l'anglais, niveau courant qui vous permettra de travailler, voire d’évoluer, dans un environnement international et au sein d’un réseau de plus de 1200 actuaires.  Mots clés : actuariat, actuaire, junior, vie, non vie, Iard, ALM, inventaire, IFRS, Solvency 2  Education (if blank, degree and/or field of study not specified) Degrees/Field of Study required:  Degrees/Field of Study preferred:  Certifications (if blank, certifications not specified)  Desired Languages (If blank, desired languages not specified)  Travel Requirements Not Specified  Available for Work Visa Sponsorship? No  Government Clearance Required? No  Job Posting End Date PwC"
153,ALTERNANCE - Chargé de projets marketing offre Prévoyance et ADE H/F,Crédit Agricole,"Crédit Agricole Assurances, premier assureur en France, rassemble les filiales assurances du Crédit Agricole. Le groupe propose une gamme de produits et services en épargne, retraite, santé, prévoyance et assurance des biens. Ils sont distribués par les banques du groupe Crédit Agricole en France et dans 7 pays dans le monde, par des conseillers en gestion patrimoniale et des agents généraux. Les compagnies de Crédit Agricole Assurances s'adressent aux particuliers, professionnels, agriculteurs et entreprises. A fin 2019, Crédit Agricole Assurances compte 4 700 collaborateurs et son chiffre d'affaires s'élève à 37 milliards d'euros (normes IFRS).  Référence 2021-55516  Date de parution 25/03/2021  Description du poste  Type de métier  Types de métiers Crédit Agricole S.A. - Marketing et Communication  Intitulé du poste  ALTERNANCE - Chargé de projets marketing offre Prévoyance et ADE H/F  Type de contrat  Alternance / Apprentissage  Durée (en mois)  12 à 24 mois  Cadre / Non Cadre  Non cadre  Missions  Chez Crédit Agricole Assurances, au sein de la BU Prévoyance et Emprunteur, la Direction Developpement porte la stratégie de développement en la déclinant autour de deux axes majeurs : la conception d'offres de Prévoyance et d'Assurance Emprunteur performantes et innovantes et l'accompagnement de proximité des réseraux dans leurs déploiements, l'animation commerciale, le conseil et la formation.  A ce titre, en tant qu'apprenti(e) chargé de projet marketing, votre tuteur opérationnel vous confiera des missions visant à l'assister sur son poste de chef projet marketing ou de produit. L'accompagnement de votre tuteur vous permettra de prendre la responsabilité de tout ou partie des missions liées à la gestion de projets marketing dans le cadre de la conception/de la gestion ou de l'animation de produits de Prévoyance et d'Assurance Emprunteur.  Vos principales missions seront : - Accompagnement dans la réalisation d'études d'opportunités marketing. - Participation au pilotage et à l'organisation de projets marketing en lien avec les projet de la feuille de route du service marketing. - Contribution à l'élaboration des dossiers de décisions permettant de définir la stratégie marketing produits ou études d'opportunité. - Pilotage d'une partie d'un projet à l'issu de son parcours d'intégration afin de développer une ou des compétences en lien avec la construction de son projet professionnel. - Réalisation de suivis quali/quanti ainsi que l'animation d'une gamme de produits, en y intégrant la dimension multicanale. - Participation aux projets d'évolutions des offres en travaillant avec les différentes entités internes (actuaire, juriste, maitrise d'ouvrage, animation des réseaux, …) et à la mise en marché (en s'appuyant sur les équipes de marketing opérationnel). - Participation aux projets collectifs de l'équipe marketing offre (construction du plan marketing annuel...) et plus spécifiquement réalisation d'un référentiel des documents contractuels (notices...) des offres  Localisation du poste  Zone géographique  Europe, France, Ile-de-France, 75 - Paris  Ville  Paris  Critères candidat  Niveau d'études minimum  Bac + 4 / M1  Formation / Spécialisation  Master en Marketing  Niveau d'expérience minimum  0 - 2 ans  Compétences recherchées  - Organisation, curiosité, créativité et force de proposition.  - Ouverture aux sujets liés à la protection des personnes et à la prévoyance (assurance emprunteur, dècès, obsèques, dépendance, arrêt de travail). Crédit Agricole"
154,Responsable du pôle technique Solvabilité 2 (H/F),Serpinet Conseil,"MUTUALIA est un organisme de protection sociale complémentaire qui propose une offre en santé et prévoyance individuelle ou collective. Le groupe MUTUALIA est constitué de 3 mutuelles fédérées dans un une Union Nationale. Le groupe Mutualia, protège près de 500 000 personnes en santé et prévoyance pour 327 millions d'euros de cotisations et emploie 379 collaborateurs.  Afin d'assurer une plus grande maitrise des travaux dont l'UMG a la charge, de superviser les travaux relatifs au respect des équilibres techniques du Groupe, de renforcer les contrôles des travaux sous-traités, de développer sa compétence en S 2, notre client recherche aujourd'hui :  Un responsable du pôle technique Solvabilité 2 (H/F)  « Aller au-delà du contrat santé, telle est la volonté de Mutualia depuis sa création. Cette ambition se fonde sur les valeurs et les principes mutualistes promus quotidiennement par le Groupe en soutenant des actions porteuses de sens et de solidarité sur tout le territoire »  Vous souhaitez travailler dans une entreprise à taille humaine, porteuse de sens et de projets dans des missions polyvalentes et transverses ?  Alors rejoignez MUTUALIA !  Basé à Paris  Expérience minimum 5 ans  Finalité  Vous avez en charge la coordination des calculs Solvabilité 2 :  Calculs Pilier 1, QRTs, participation à la rédaction des rapports narratifs et du rapport EIRS/ORSA, aux études transverses, en lien avec les entités affiliées.  Vous participez aux travaux groupes pour la construction des plans d'affaires, en particulier dans le cadre de l'EIRS sous la supervision de la responsable des risques.  Vous apportez votre compétence à la fonction actuarielle et aux métiers.  Votre expertise vous conduit à :  *Garantir la qualité de production des calculs prudentiels des entités du groupe et des travaux réalisés par les prestataires : Assurer le respect des délais de production – Coordonner la production des QRTs des entités du groupe – Réaliser les contrôles de second niveau (qualité des données et analyse, cohérence d'ensemble, …) – Faire évoluer les outils de calculs SII – Participer à la rédaction des rapports narratifs RSR / SFCR et EIRS *Coordonner les travaux EIRS Groupe et solo sous la direction de la responsable des risques : Participer à la production des plans d'affaires – Analyser les données en entrée du modèle des calculs présentés dans l'EIRS – Faire évoluer les outils de projection en fonction des éléments stratégiques retenus par la Direction Générale et le Conseil d'Administration *Participer à la rédaction du rapport de la fonction actuarielle Groupe et de l'URM : Suivre les équilibres techniques du Groupe Mutualia – Suivre les plans d'actions des fonctions actuarielles des entités affiliées – Participer aux travaux d'appétence aux risques du Groupe Mutualia.  Profil :  *Diplômé du titre d'actuaire ou d'un master de type statistiques, mathématiques appliquées ou d'un master finances *Bonnes connaissances des risques santé et prévoyance et de la réglementation Solvabilité II *Fortes compétences rédactionnelles *Compétences à projeter sous Excel/VBA des plans d'affaires permettant d'établir des schémas de coassurance et de réassurance en santé et en prévoyance  MUTUALIA est une Mutuelle qui s'appuie sur les hommes pour se moderniser et rester en cohérence avec ses valeurs historiques, dans un modèle avec du sens et où la créativité rejoint la performance. Serpinet Conseil"
155,Consultant Actuariat H/F,Michael Page,"La mission  Michael Page Banque est une équipe de Consultants experts du secteur financier. Nous accompagnons nos clients dans le recrutement de Cadres confirmés et intervenons pour l'ensemble des acteurs du secteur : Banque de réseau, Banque de financement et d'investissement, Banque d'Affaires, Banque en ligne, Private Equity, Asset Management, Sociétés de Financements Spécialisés, Fintechs... Notre client, un cabinet de conseil reconnu, recherche dans le cadre de son développement, des Actuaires.  Au sein des activités Actuariat Assurance Vie, Non-Vie et Compensation et Benefits, vous aurez l'opportunité de participer aux différentes missions de conseil pour de grands Groupes européens d'assurance. Vous pourrez intervenir dans les domaines suivants : - Transformations liées à solvabilité II (en lien avec les 3 piliers) : Evaluation de provisions techniques, revue actuarielle, optimisation des processus de reporting, mise en place de la fonction actuarielle, développement de cadre d'appétence aux risques. - Mise en oeuvre de la norme IFRS 17. - Cartographie des régimes d'avantages au personnel, veille réglementaire et normative, évaluation et audit actuariels des engagements et reporting comptable, coordination et consolidation internationale et aide à la décision pour la gouvernance des avantages au personnel. - Rémunération sur actions : Aide à la conception de plans de rémunération sur action (AGA, AGAP, SO...). - Mise en place de solvabilité 2 : Pilier 1 (formule standard et modèle interne), pilier 2, pilier 3, fonction actuarielle, rapports narratifs. - Tarification de produits d'assurance dommages ou santé (modélisation de primes pures, de zoniers, de classifications).  Le profil attendu  De formation supérieure de type école d'Ingénieurs, vous justifiez d'une expérience d'au moins 3 ans en tant qu'Actuaire en compagnie d'assurance ou en cabinet de conseil.  Conditions et Avantages  N/C Cadreo"
156,Chargé d'études actuarielles H/F,Thélem Assurances,"Nous recherchons un(e) Chargé(e) d’études actuarielles pour rejoindre notre service Actuariat de l’Offre en contrat d’alternance pour la rentrée 2021. Ce poste est basé à Chécy (proche Orléans).  Votre mission : participer aux travaux des révisions tarifaires de nos offres de produits d’assurance en binôme avec l’actuaire en charge des produits étudiés.  Votre objectif : construire des analyses statistiques pertinentes qui permettront à la direction générale de prendre des décisions éclairées sur les mesures tarifaires nécessaires à l’obtention du résultat technique attendu pour chaque famille de produits.  Vos activités quotidiennes :  · Optimiser la variance sur les coefficients de projection à l’ultime issus des triangles « chain ladder »  · Construire des outils de tarification ergonomiques sur excel à destination des distributeurs ou des équipes de recette  · Participer aux travaux de suivi technique des produits, soit en construisant de nouveaux indicateurs, soit en analysant des suivis existants  · Participer aux études machine learning sur les nouveaux algorithmes de tarification  Ce que Thélem assurances vous apportera :  · La mise en pratique de vos compétences théoriques sur des données chiffrées réelles  · Des sujets variés sur les produits d’assurance et de nouvelles méthodes / outils sur les algorithmes de tarification et suivis actuariels  · De bonnes connaissances de l’économie d’un produit d’assurance  · Une montée en compétences progressive en SAS, Excel, Python, VBA, SAS Visual Analytics  · Une intégration au sein d’une équipe de 8 personnes expérimentées dynamiques et disponibles  · Des horaires variables et un cadre de travail dynamique et attractif  Profil du candidat recherché :  De formation Bac 4, vous préparez un diplôme de fin d’étude ou un Master en Actuariat, Statistiques, Mathématiques appliquées, Informatique décisionnelle, Calcul scientifique et modélisation.  Vous vous intéressez au monde de l'assurance et souhaitez être impliqué(e) sur des problématiques liées à la tarification. Rigoureux(se), vos capacités d’analyse et de synthèse sont reconnues. Mature et autonome, vous vous montrez curieux(se) de l’environnement au sein duquel vous évoluez et savez être force de proposition (quitte à vous tromper !). Vous avez de l’appétence pour le travail accompli en équipe. Vous êtes un(e) bon(ne) communiquant(e) et savez vous rendre intelligible face à des personnes moins techniques que vous.  La connaissance de SAS ou de Python serait un avantage certain.  Type de contrat :  Région :  Nombre de poste(s) :  Statut :  Formation :  Notre politique RH  Au-delà du professionnalisme de chacun, c'est la motivation et l'envie de faire ensemble qui rendent possibles les petits et grands projets. Nos collaborateurs sont accompagnés tout au long de leur carrière dans l'entreprise.  Nos valeurs  Forte de ses valeurs mutualistes et de sa capacité permanente d'adaptation, Thélem assurances place les femmes et les hommes qui la composent au centre de son développement et de sa réussite.  Recrutement en agence  Les métiers en agences sont résolument orientés vers le conseil et la relation client. D'agent général d'assurances à attaché(e) de clientèle, découvrez tous les métiers en agence, ainsi que nos offres d'emploi.  Afin d'améliorer votre expérience nous utilisons des cookies pour conserver vos informations de connexion (« cookie de session ») et sécuriser cette dernière (date, heure, durée, adresse IP et informations sur le navigateur et le système d'exploitation). Ces informations sont conservées le temps de votre session augmentée d'une heure maximum. Thélem Assurances"
157,ADPASSL/LACD-1602 - Assistant commercial Epargne retraite H/F,Verlingue,"Métier  COMMERCIAL/ETUDES - Assistant h/f  Intitulé du poste  Assistant commercial Epargne retraite H/F  Description de la mission  Vous rejoignez à une équipe à taille humaine composée de 5 personnes dont 3 business maker et un actuaire, vous contribuez au développement de notre nouvelle activité Epargne retraite. Les missions sont évolutives compte tenu du développement de l'activité (exemple : information/formation des salariés sur les régimes de retraite mis en place, relations avec les prestataires extérieurs…) Vos missions s'articuleront autour de 3 grands axes :  Commerce :  - Participer à la préparation des rendez-vous clients et prospects - Animer les commerciaux et les consultants dans le suivi des affaires et des campagnes commerciales - Enrichir quotidiennement la base de données clients / prospects - Mettre en forme des documents à destination de nos clients et prospects - Qualifier des prospects, identifier de nouvelles cibles et participer aux actions de prospection de l'équipe - Effectuer le reporting de l'activité commerciale  Technique : - Saisir et rédiger des cahiers des charges avec les clients - Suivre les instances assureur - Préparer des éléments de restitution à destination des clients et des assureurs - Réceptionner les éléments d'étude auprès des clients - Saisir dans notre SI des données collectées  Gestion courante :  - Assurer des opérations courant du type : gestion des messageries, gestion des agendas, organisation des déplacements et des réunions, réalisation de comptes rendus - Assurer des tâches relatives à la gestion du service  Profil  Vous justifiez d'une expérience réussie en tant qu'assistant polyvalent avec une dimension commerciale forte. Quel que soit le secteur d'activité dans lequel vous avez évolué, devenez une clé du succès en apportant votre talent et votre dynamisme ! Une expérience ou des connaissances en épargne retraite serait un plus pour ce poste.  Dynamique, autonome et doté d'un grand sens des responsabilités, vous êtes sensible à la performance et aux résultats. Vous êtes à l'aise au téléphone et savez nouer des relations de confiance avec des interlocuteurs de haut niveau.  Vous êtes reconnu pour avoir un bon esprit d'équipe, un excellent relationnel et un grand sens du service client. Vous savez faire preuve de discrétion.  Qualités rédactionnelles, bonne expression orale et bonne maîtrise du pack Office (Word, Excel, Powerpoint, Outlook) sont indispensables pour le poste.  Poste en CDI basé à Lille. Verlingue"
158,RESPONSABLE SI METIER ACTUARIAT et PILOTAGE DE LA PERFORMANCE H/F,CNP Assurances,"Assureur, coassureur et réassureur, CNP Assurances conçoit des solutions de prévoyance et d'épargne innovantes. Ces solutions sont distribuées par de nombreux partenaires en France, en Europe et en Amérique Latine, notamment au Brésil. Elles s'adaptent au mode de distribution de chaque partenaire, du réseau physique au 100 % online, et aux besoins des clients de chaque pays. Ce modèle ouvert rend CNP Assurances compatible avec tous les univers et l'incite à réinventer la protection des personnes dans un monde qui bouge. Le Groupe compte plus de 35 millions d'assurés en prévoyance/protection dans le monde et plus de 14 millions en épargne/retraite. CNP Assurances est cotée à la Bourse de Paris depuis octobre 1998 (1er marché) et s'appuie sur un actionnariat stable concrétisé par la signature d'un pacte entre ses principaux actionnaires (la Caisse des Dépôts, La Banque Postale, le Groupe BPCE et l'Etat français). Pour plus d'informations, posez vos questions en direct à nos Ambassadeurs sur https://cnp-assurances.career-inspiration.com/app/home  www.cnp.fr @CNP_Assurances  Référence 2020-3244  Description du poste  Métier  SYSTEME D'INFORMATION - MANAGEMENT SI  Intitulé du poste  RESPONSABLE SI METIER ACTUARIAT et PILOTAGE DE LA PERFORMANCE H/F  Type de Contrat  CDI  Statut  Cadre  Temps de travail  Temps complet  Description de la mission  La Direction de l'Expérience Client et des Systèmes d'Information (DECSI) a pour ambition de proposer, concevoir et mettre en œuvre tous les dispositifs qui permettront à CNP Assurances d'améliorer son excellence opérationnelle et son intimité client, en réponse au niveau d'attente et d'exigence de ses clients, face à l'accélération de l'usage des technologies digitales par le grand public (internet, réseaux sociaux, e-commerce, dématérialisation d'actes administratifs, …).  Le département SI Fonctions Groupe a pour objectif de porter l'ensemble des engagements de la DECSI vis-à-vis des fonctions groupe de CNP Assurances - Accompagner chacun des métiers « fonctions Groupe » dans toutes les activités liées à la mise en œuvre des projets et à l'utilisation des applications (étude des besoins, assistance & support aux utilisateurs, pilotage des projets, …) - Mettre en œuvre (ou participer à la mise en œuvre) des grands projets réglementaires impactant directement les Fonctions Groupe (IFRS9, IFRS17, Loi PACTE, …) - Pour chacun des métiers Fonctions Groupe : Piloter l'alignement du SI du métier concerné sur ses orientations stratégiques et sur ses processus. Proposer les scénarios d'évolution du SI en garantissant la cohérence globale des choix d'architecture d'entreprise, et en préservant la pertinence et la performance globale. Au sein du département SI Fonctions Groupe, vous prenez la Responsabilité du service YW5 en charge du SI Métier de la Direction Technique Groupe (DTG) et du SI de la Direction de la Performance et du Pilotage Groupe (DPP).  A ce titre, vous devrez donc, pour les métiers DTG et DPP : Définir des axes de développement du SI métier Assurer les activités de Pilotage de projet Participer à l'accompagnement au changement et à la mesure de la performance Vous êtes rattaché hiérarchiquement, au responsable du Département SI Fonctions Groupe. Vous prenez la responsabilité de plusieurs équipes projets représentant, au total une douzaine de collaborateurs Internes à terme, pour une enveloppe budgétaire annuelle de l'ordre de 6 M€ à gérer.  Environnement technique : SAS, Informatica, ANAPLAN, applications WEB, Data. Environnement fonctionnel : Statistique, actuariat, contrôle de gestion, assurances individuelles, collectives et emprunteurs Profil  Le(la) candidat(e) idéal(e) doit pouvoir justifier d'une expérience équivalente de Responsable SI Métier dans le secteur de l'Assurance ou des compétences de management. Un profil de type Actuaire confirmé souhaitant se reconvertir dans la gestion et le pilotage d'un SI Actuariat serait également le bienvenu.  Une bonne connaissance de l'environnement technique du périmètre serait un plus indéniable.  Classe CCNA  7  Localisation du poste  Localisation du poste  Europe, France, Ile-de-France, Paris (75)  Ville  Paris  Critères candidat  Niveau d'études min. requis  Bac+5  Niveau d'expérience  Plus de 10 ans CNP Assurances"
