Unnamed: 0,title,company,salary,summary
42,Assistant(e) RH (CDI),Domiserve,,"Filiale de La Banque Postale, Domiserve, est une PME dynamique et innovante dans le secteur des services B-to-B. Créée en 2006, Domiserve a développé une large de gamme de solutions : émission de CESU préfinancés, organisation de prestation (enseigne de services à la personne), télégestion. Ces solutions sont proposées à de grands clients publics (Départements) ou institutionnels (Caisses de retraite, Mutuelles, Institutions de prévoyance, Assureurs) pour les accompagner dans la gestion de plans d'aide (mise en œuvre, pilotage, optimisation). Domiserve propose également ces solutions dans le cadre de politique RH (services aux salariés), toujours dans une approche B-to-B. Domiserve connaît depuis sa création une croissance importante. Domiserve est aujourd'hui le 3e émetteur du marché du CESU préfinancé. L’Assistant(e) RH et Administratif est rattaché hiérarchiquement au Responsable des ressources Humaines des sociétés du Groupe DOMISERVE. L’Assistant(e) RH et Administratif est l’interlocuteur privilégié des 120 collaborateurs de l'entreprise. Il assure la gestion quotidienne du personnel, l’établissement de la paie, l’accueil des nouveaux recrutés, met en œuvre les actions de formation et celles relatives aux services généraux. Assure la gestion quotidienne du personnel et de la paie Informe, oriente et conseille les salariés et les managers, à partir de l'analyse des situations individuelles, sur les droits et obligations de chacun; Assure la gestion administrative du personnel : formalités liées à l’embauche, établissement des contrats et des avenants, suivi des collaborateurs, réalise les déclarations aux organismes sociaux (DUE, gestion des visites médicales, suivi disciplinaire...) ; Assure la gestion de la paie: collecte des variables, analyse, traite les informations relatives à tous les salariés de l'entreprise (IJSS, absences, Justificatifs...) effectue la saisie et édite les bulletins de paie, dans le respect de la réglementation du travail, (CCN Société d’assistance). Envoi de la DSN et contrôle des contributions. Développement RH Participe au recrutement des équipes: diffusion des annonces, entretien de préqualification et entretien avec les opérationnels ; Réalise l’exploitation des entretiens annuels, contribue à l’élaboration du plan de formation et à la mise en place de formations internes et externes ; Prépare des études, des projections et/ou des simulations sur les effectifs, la masse salariale. Exploite le système d'information RH afin de fournir des données fiables. Vie au travail & Services Généraux Contribue aux actions de santé au travail en tant que référent sécurité, pilote le DUER et réalise le suivi des formations (SST et Équipier d’évacuation); Assure le suivi administratif des relations sociales, envoi des convocations des instances Représentatives du Personnel (OS, CSE) ; Gère les commandes de fournitures, assure la gestion du courrier, participe à l’aménagement des bureaux (plan, commande de mobilier); Organise les évènements internes. Compétences techniques Gestion administrative et RH Maitrise des outils informatiques (excel, word,) Maitrise d’un logiciel de Paie (SILAE) et de gestion du temps de travail (kelio) Technique d’entretiens Compétences relationnelles Ecoute, discrétion Polyvalence, autonomie Organisation, rigueur, précision Interlocuteurs internes et externes : (hors hiérarchie directe) Interne : Tous les services de l’entreprise Externe : Prestataires, Assurance Maladie, Organisme de mutuelle  Profil recherché : De formation supérieure (Bac+3 ) en Ressources Humaines ou Droit Social, vous disposez d'un bon relationnel, avez des compétences rédactionnelles et êtes organisé(e). Vous avez une expérience réussie en gestion de la paie ou sur un poste généraliste. Statut : Agent de Maitrise Rémunération : Package de rémunération à 32 500 euros (fixe + variable), Intéressement/Participation, Comité d'entreprise, Tickets Restaurant, il y a 8 jours - Continuer pour postuler Signaler l'offre"
43,Conseiller Particulier sur l'agence de Nérac,Crédit Agricole d'Aquitaine,28 000 € - 30 000 € par an,"Nous recherchons un(e) Conseiller(e) particulier en CDI temps plein sur l'agence de Nérac. Vos missions seront les suivantes : - Vous animez et participez à la mission d'accueil partagé de l'agence (physique, téléphonique, email, etc.) afin d'optimiser le rebond commercial - Vous développez, gérez et suivez un portefeuille de clientèle : en majeur, clientèle du segment intermédiaire - Vous conseillez la clientèle dans l'ensemble des univers de besoins : banque au quotidien, épargne, crédits du marché des particuliers (consommation et habitat), assurances, prévoyance, - Vous orientez la clientèle vers les spécialistes conformément aux organisations de la Caisse Régionale ou lorsque les besoins exprimés exigent une expertise - Vous développez l'intensité de la relation avec les clients confiés, en agence, par téléphone ou email, conformément au programme relationnel Caisse Régionale, notamment autour des événements et ciblages prioritaires - Vous promouvez l'ensemble de la gamme de la Caisse Régionale dédiée aux clientèles confiées - Vous réalisez les opérations et services liés à la vente - Vous favorisez l'utilisation des canaux de distribution la plus adaptée aux besoins des clients et assurer la promotion du multi canal - Vous gérez le risque, développez la connaissance client et contribuez au fonctionnement des agences et à la dynamique collective Profil : - Formation générale supérieure et/ou professionnelle : Bac+2/3 validé (BTS NRC, MUC, Licence Pro Banque, ...) et expérience en tant que conseiller particulier - Vente, négociation et gestion de portefeuille - Adaptation et polyvalence - Posture / état d'esprit client - Respect de la réglementation et des règles de conformité - Sens du résultat et du développement Poste ouvert à tous, adaptation possible en cas de handicap Type d'emploi : Temps plein, CDI Salaire : 28 000,00€ à 30 000,00€ par an Horaires : Périodes de Travail de 8 Heures Formation: Bac +2 (BTS, DUT, DEUG) (Exigé) Expérience: Conseiller clientèle en banque ou assurance: 2 ans (Exigé) Aujourd'hui Signaler l'offre"
44,CDD - Gestionnaire de parc automobile,La Banque Postale,,"Introduction  Vous êtes jeune diplômé(e) à la recherche d'une nouvelle opportunité dans un environnement dynamique. Rejoignez-nous !  Présentation de l'entreprise  Rejoindre La Banque Postale, c'est intégrer une banque citoyenne, dynamique et innovante, qui poursuit un développement accéléré sur les marchés de la banque de détail, de l’assurance et de la gestion d’actifs. Banque de service public, La Banque Postale accompagne ses clients dans une relation bancaire durable : 10,7 millions de clients particuliers et 400 000 clients entreprises, professionnels, acteurs de l’économie sociale et du secteur public local lui font confiance. Attentive à ses collaborateurs, elle leur propose des parcours diversifiés et investit dans leur formation tout au long de leur parcours professionnel.  Vos missions  gérer et optimiser le parc de véhiculer environ 500 véhicules (logistique, coût...) organiser les livraisons (planifie, s'occupe des papiers, assurance...) planifier les renouvellements (expression de besoin, demande d'achat...) suivre et contrôler des cartes essence (code, utilisation des cartes...) conseiller les conducteurs quant à la gestion de leur véhicule (assistances, garages, sinistres...) gérer le suivi des contraventions de tout le parc (suivi, litige, contestation...)  Votre profil  Vous êtes diplômé(e) d'un Bac+2 en logistique ou en gestion administrative. Vous êtes rigoureux, organisé(e) et vous avez un bon relationnel et vous aimez la communication avec de multiples interlocuteurs. Un bon niveau sur Excel est exigé.  Job Reference: LGLBP00835 il y a 8 jours - Continuer pour postuler Signaler l'offre"
45,Chargé d'Affaires Entreprises Boulogne H/F,LCL,,"Type de métier Types de métiers Crédit Agricole S.A. - Financement et Investissement Types de métier complémentaires Types de métiers Crédit Agricole S.A. - Commercial / Relations Clients Intitulé du poste Chargé d'Affaires Entreprises Boulogne H/F Type de contrat CDI Poste avec management Non Cadre / Non Cadre Cadre Missions En tant que chargé d’affaires entreprises vous êtes responsable d'un portefeuille 50 ETI/GE. Vous avez en charge le développement du PNB (>3M€), la maîtrise du risque de contrepartie, le contrôle et l'information à votre hiérarchie des opérations effectuées sur le portefeuille, conformément aux règles imposées par le groupe Crédit Agricole s.a. Vos missions principales sont : améliorer le PNB de votre portefeuille en développant les emplois, les flux et les ressources (approche volume et marge) réaliser le développement commercial avec les clients et prospects du segment confié de façon proactive grâce à la vente de l'ensemble des produits et services de la Banque (financements, placements, produits de taux et de change, flux, moyens de paiement, haut de bilan, épargne salariale, assurances, approche patrimoniale des dirigeants etc.) et l'origination d'opérations à valeur ajoutée (corporate finance) en lien avec les experts métiers de la Direction Entreprises en tant que leader du portefeuille, piloter l'action de votre chargé d'affaires adjoint identifier la stratégie commerciale et structurer l'offre commerciale qui en découle en faisant appel aux experts, participer à la négociation et à la conclusion de l'offre participer à l'élaboration du budget de votre portefeuille, contrôler sa réalisation contrôler la maîtrise des risques sur votre portefeuille et collaborer avec la ligne Crédits afin de mettre en œuvre et respecter les décisions de crédit assurer le renouvellement administratif des dossiers et la récupération des documents juridiques et financiers avec l'appui du chargé d'affaires adjoint respecter la procédure KYC sur l'ensemble des entités du portefeuille Tous nos postes sont ouverts aux personnes en situation de handicap. Localisation du poste Zone géographique Europe, France, Ile-de-France, 92 - Hauts-De-Seine Ville BOULOGNE BILLANCOURT Critères candidat Niveau d'études minimum Bac + 5 / M2 et plus Formation / Spécialisation Écoles de Commerce, Ingénieur ou Master Banque Finance en université Niveau d'expérience minimum 6 - 10 ans Expérience Expérience en coverage et/ ou expérience en financements corporate 1er poste de Chargé d'Affaires Entreprises serait souhaité. Compétences recherchées o Dynamisme commercial (visites clients et prospects) o Aisance relationnelle o Maîtrise de l'analyse stratégique et financière, connaissance des techniques de financements corporate o Pilotage et animation d'équipe o Organisation, esprit de synthèse et aptitudes rédactionnelles il y a 10 jours - Continuer pour postuler Signaler l'offre"
46,Data Analyst (h/f) - Stage de fin d'études,Simon-Kucher & Partners,,"Pour renforcer nos équipes projet, nous recherchons: Data Analyst (h/f) - Stage de fin d'études - Paris   Notre offre : Afin d'améliorer nos recommandations, nous avons développé une nouvelle équipe Digital Solutions qui accompagne les consultants sur leurs projets et développe de nouvelles solutions en étroite collaboration avec les leaders du secteur. Cette nouvelle équipe Digital Solutions est déployée dans différentes régions et pays, en lien direct avec la personne responsable au niveau central de l'équipe Digital Solutions.  Votre rôle de Data Analyst : Vous travaillerez avec des équipes expérimentées en Data Science à Paris et dans le monde, ainsi qu'avec des Managers et Directeurs de projets.  Au quotidien, vous : Travaillerez à la conception et à la réalisation d'analyses ad hoc du projet sur lequel vous interviendrez, en relation étroite avec les équipes projet de Simon-Kucher. Développerez les nouvelles compétences analytiques que Simon-Kucher utilisera pour répondre aux besoins des clients. Accompagnerez le développement des compétences des consultants sur ces sujets.  Nous vous offrons la chance de : Bénéficier d'une forte courbe d'apprentissage grâce à des projets stimulants en stratégie et marketing (inter)nationaux en relation avec des acteurs mondiaux et des leaders des secteurs d’activité. Accompagner des projets français et internationaux dans des secteurs divers : commerce, alimentation, tourisme, banque, assurance, immobilier, logistique, transport, chimie... en B2C et B2B. Découvrir nos méthodologies uniques dans les domaines de la stratégie, du marketing, de la vente et du pricing grace à notre expertise dans l'optimisation des revenus Rejoindre notre culture d'entreprise qui jouit d'une hiérarchie horizontale, d'une communication ouverte et d'un esprit positif au sein d'une équipe jeune, talentueuse et interdisciplinaire.  Vous êtes : Issu d’une grande école d'ingénieurs ou de management ou d’une université de premier rang (Master /MS/MBA). Les doubles diplômes école d'ingénieur + école de management sont appréciés Avez une première expérience en entreprise Avez une expertise en Data science Maitrisez les logiciels de codage (par exemple en Python, STATA, R, SQL) Maitrisez parfaitement l'anglais et le français. Toute autre langue européenne est un plus Votre profil personnel : Vous faites preuve d’un fort esprit d’équipe et de très bonnes compétences en communication Vous êtes intéressé non seulement par l'analyse des données mais aussi par le résultat final pour le client Vous désirez apprendre vite et vous faites preuve d'initiatives Vous êtes orienté client  A propos de Simon-Kucher : Simon-Kucher & Partners est un cabinet de conseil en stratégie et en marketing de premier plan, qui emploie 1500 personnes dans le monde.  Nous sommes présent dans de nombreux secteurs d'activité, avec une expertise approfondie dans des secteurs tels que le commerce de détail, les biens de consommation, les logiciels/technologies, l'industrie, les services financiers et la santé/secteur pharmaceutique. Nous force de métier est la conception de stratégies et de solutions concrètes pour optimiser les revenus et profits de nos clients grâce à des méthodes d'analyses avancées, une optimisation de la structure des produits, des prix et des promotions. Convaincus que des équipes diversifiées sont l’une des clefs de la réussite, Simon-Kucher & Partners offre à ses collaborateurs un environnement de travail inclusif où chacun peut se sentir libre d’être lui-même.  Pour postuler : Cliquez sur Apply now Contact: Service Recrutement 17, Square Edouard VII – 75009 Paris 01 56 69 23 90 il y a 7 jours - Continuer pour postuler Signaler l'offre"
47,CHARGE DE CLIENTELE PARTICULIERS H/F,CCM DE LA REGION D'ILLFURTH,,"Présentation de la société La stratégie du Crédit Mutuel Alliance Fédérale se développe selon 4 axes : BANCASSURANCE: La bancassurance propose une offre intégrée correspondant aux besoins de nos sociétaires en banque et en assurance. MUTUALISME: Notre manière d'être et d'agir repose sur le respect et la confiance. L'intérêt du sociétaire prime sur la structure. TECHNOLOGIE: Nous maîtrisons les technologies nouvelles, pour les mettre au service des sociétaires et des Caisses. BANQUE DE PROXIMITÉ Concernant le Crédit Mutuel, la relation avec le sociétaire est assurée par des Caisses autonomes, impliquées dans le tissu local. par l'utilisation des outils de banque à distance. Avec le rachat du CIC en 1998, le Groupe Crédit Mutuel Alliance Fédérale accède à un réseau international présent sur tous les continents. Sur cette base, la stratégie de développement international va notamment s'appuyer sur l'expertise du Groupe en matière de bancassurance et de flux monétiques ainsi que sur les assurances et le crédit à la consommation. Aujourd'hui le Groupe Crédit Mutuel Alliance Fédérale poursuit son internationalisation. Mission Mission principale Le Conseiller de Clientèle / Chargé de Clientèle Particuliers développe, gère et fidélise un portefeuille de clients particuliers « coeur de cible » Dans le cadre d' une approche par univers de besoins, il leur vend les produits et services bancassurances optimisant leur équipement et leur permettant de réaliser leurs projets. Il vise la maîtrise des risques et la rentabilité de son portefeuille. Par des actions de recommandation et de prospection, il assure l'enrichissement et le renouvellement de son portefeuille et contribue au développement commercial de son agence. Dans certaines organisations, il exerce des activités de guichet et/ou de maintenance des automates. Activités / Tâches spécifiques du poste Le Conseiller de Clientèle / Chargé de Clientèle Particuliers : Prépare, organise et suit son activité commerciale  Prépare et conduit ses entretiens : Mobilise les spécialistes lorsque les besoins des clients le nécessitent.  Conquiert de nouveaux clients : Sollicite des recommandations ; développe la prescription. Conduit les actions de prospection (hors recommandation).  Assure le suivi de la relation  Analyse les risques, anticipe et gére leur dégradation Profil Connaissances et compétences Expérience confirmée dans le métier de Conseiller Bancaire/Conseiller Clientèle - Compétences commerciales démontrées Maîtrise de la gestion des risques (risques naissants, suivi débiteurs, pré-contentieux...) Capable de procéder à des analyses de rentabilité et de risques Savoir mener et concrétiser un entretien de vente Bonne culture économique (notamment du tissu économique local) Savoir-être - savoir-faire Bonne expression écrite et orale Aisance relationnelle, écoute Rigueur, organisation et autonomie Disponibilité, réactivité et dynamisme motivation commerciale, force de conviction, capacité d'adaptation, empathie Savoir communiquer et travailler en équipe Savoir faire preuve de pédagogie. Certification(s)/Accréditation(s) AMF indispensable. Avantages Rémunération fixe versée sur 13 mois RTT Intéressement, participation et abondement Plan épargne entreprise et PERCO Contrat de santé collectif Prévoyance Retraite supplémentaire prise en charge à 100% par l’employeur Conditions bancaires et assurances préférentielles Politique parentale avantageuse  Société : CCM DE LA REGION D'ILLFURTH | Réf. : A039090 | Date de publication : 15/04/2021 Credit Mutuel Il y a plus de 30 jours - Continuer pour postuler Signaler l'offre"
0,Conseiller des particuliers en ligne - Varennes Vauzelles (5...,Crédit Agricole Régions Centre,,"Descriptif du poste: Présent dans plus de 50 pays, avec 49 millions de clients et 150.000 collaborateurs, le Groupe Crédit Agricole se place parmi les tous premiers acteurs bancaires en Europe. Il est le leader de la banque universelle de proximité en France.  La Caisse régionale du Crédit Agricole Centre Loire fait partie des 39 Caisses Régionales du Crédit Agricole. Composée de 169 agences, 620.000 clients et plus de 1.900 collaborateurs, elle s'impose comme un acteur économique majeur du territoire. La Caisse Régionale Centre Loire est présente sur trois départements (Cher, Loiret et Nièvre). Le Crédit Agricole Centre Loire recrute des équipiers évolutifs qui veulent intégrer une entreprise solide proposant des parcours professionnels enrichissants. Dans le cadre de son développement, le Crédit Agricole Centre Loire recherche des Conseillers Clientèle en ligne (H/F), postes en CDI basés sur le site de Varennes Vauzelles (58)  Dans le cadre du nouveau Service Clients de la Caisse régionale: . Il participe activement par sa posture et son efficacité au développement et à la qualité d'une relation en mode multi canal avec l'ensemble des clients pour leur plus grande satisfaction. . Il prend en charge la gestion des flux entrants des différents canaux : téléphone, e-mail, tchat, visio conférence Il assure après coup la promotion et vend les produits et services adaptés à la Clientèle des Particuliers : Assurances, Crédits Conso, Epargne, Assurance-Prévoyance et Services para bancaires. Il applique systématiquement la procédure d'identification de l'interlocuteur relative à la Conformité et la Gestion des Risques Il enrichit la base de données de la Caisse Régionale en s'assurant de disposer à chaque appel des cordonnées mises à jour (mail et mobile) du client identifié Il met tout en œuvre pour répondre aux besoins du client sur tout univers de besoin : avenants sur contrats d'assurance, opérations diverses, questions, souscriptions ; dans la limite de sa délégation. Il accompagne la Clientèle dans les changements technologiques simples et complexes, et fait la promotion des outils digitaux du Groupe. Il traite les opérations dans le respect des règles de la VADSF (vente à distance des services financiers) avec un souci de qualité et d'efficacité. Il respecte les procédures internes de traitement des opérations Il réalise ses objectifs en fonction du plan de développement de son unité  Profil recherché: Titulaire d'un diplôme de niveau Bac+2 impérativement, vous possédez idéalement une première expérience sur un poste commercial dans l'univers de la Banque et des Assurances. Les qualités suivantes vous permettront de mener à bien vos missions : Adaptabilité et proactivité Dynamisme Capacité à convaincre Aisance en multicanal et particulièrement en appels sortants Aptitudes commerciales élevées Ces postes permettront une évolution vers les métiers de conseiller dans nos agences de proximité.  Entreprise: Leader de la banque universelle de proximité en France (banque d'un particulier sur trois et d'une entreprise sur deux), le Crédit Agricole est également en Europe leader de la banque de proximité, premier gestionnaire d'actifs et premier bancassureur. Apec.fr il y a 15 jours - Continuer pour postuler Signaler l'offre"
1,Télégestionnaire Indemnisation Auto - CDD (H/F),Natixis,,Pas de description
2,Conseiller clientèle Nancy,CREDIT AGRICOLE LORRAINE,24 500 € - 26 000 € par an,"Rattaché(e) au Directeur d'Agence, vous développez le portefeuille de votre point de vente et gérez les clients particuliers associés dont vous êtes l'interlocuteur principal en proposant nos services bancaires et financiers. Au quotidien, vos missions principales seront les suivantes : L'accueil : - Accompagner nos clients dans leurs opérations bancaires courantes, en agence ou par la promotion des canaux technologiques. - Détecter et répondre à leurs besoins grâce à un conseil approprié ou à une orientation vers des spécialistes, - Assurer la promotion et la vente des produits et services du Crédit Agricole de Lorraine, - Contribuer au développement de votre agence et à la qualité de nos services. Les rendez-vous clients : - Etablir une relation étroite avec vos clients, les fidéliser, les conseiller, - Proposer les produits et services bancaires (épargne, financement des projets, assurances, banque au quotidien…) du Crédit Agricole de Lorraine, - Maîtriser les risques relatifs à votre activité, - Développer la clientèle de l'agence en créant des contacts auprès des prospects. Le développement commercial : - Vous développez la clientèle de l'agence en créant des contacts auprès des prospects. - Vous pratiquez de manière régulière la recommandation pour conquérir de nouveaux clients. - Vous analysez les besoins des prospects, proposez les solutions adaptées ou orientez vers les professionnels adaptés si nécessaire. En rejoignant notre réseau commercial, vous bénéficierez d'un accompagnement et d'un parcours de formation adapté. Vous apprendrez, notamment, à maîtriser nos pratiques de promotion de nos offres et services, afin d'exercer à l'issue de cette période le métier de Conseiller Clientèle en totale autonomie. Vous êtes titulaire d'un diplôme de Bac+3 à Bac+5 et avez une première expérience dans le domaine commercial ou titulaire d'un Bac+2 avec une expérience commerciale confirmée. En rejoignant notre réseau commercial, vous bénéficierez d'un accompagnement adapté. Vous apprendrez, notamment, à maîtriser nos pratiques de promotion de nos offres et services, afin d'exercer à l'issue de cette période le métier de Conseiller Clientèle en totale autonomie. Vous avez envie de vous épanouir dans le domaine de la Banque et de l'Assurance en intégrant une banque régionale capable de vous offrir de réelles perspectives d'évolution, rejoignez-nous ! Type d'emploi : Temps plein, CDI Salaire : 24 500,00€ à 26 000,00€ par an Avantages : RTT Titre-restaurant Horaires : Périodes de Travail de 8 Heures Rémunération supplémentaire : 13ème Mois Prime annuelle Primes Formation: Bac +2 (BTS, DUT, DEUG) (Exigé) Expérience: Service Clientèle: 1 an (Optionnel) Conseiller client h/f ou similaire: 1 an (Optionnel) Langue: Anglais (Optionnel) Télétravail: Temporairement en raison du COVID-19 Précautions contre le COVID-19: Processus de recrutement à distance Équipement de protection individuel fourni ou requis Protection en plastique sur les postes de travail Consignes de distanciation sociale Entretiens virtuels Procédures renforcées de désinfection et de nettoyage il y a 12 jours Signaler l'offre"
3,Analyste Crédits H/F,WEBHELP,1 700 € - 1 750 € par mois,Pas de description
4,Télégestionnaire Indemnisation Prévoyance en Portefeuille -...,Natixis,,Pas de description
5,Chargé.e d’Affaires Entreprises F/H – CDI – BTP Banque – Mar...,Groupe Crédit Coopératif,,Pas de description
6,Conseiller International French Expat (H/F),HSBC,,Pas de description
7,GESTIONNAIRE DE DOSSIERS DE SURENDETTEMENT - H/F,La Banque de France,,Pas de description
8,CONSEILLER ACCUEIL (H/F),CIC SUD OUEST,,Pas de description
9,Conseiller(ère) bancaire en ligne Vannes H/F,Arkea,,Pas de description
10,CHARGE DE CLIENTELE PARTICULIERS H/F,CIC EST,,Pas de description
11,Collaboratrice d'assurances (H/F) par l'Europeenne d'Assuran...,Humaniak,24 500 € par an,Pas de description
12,CHARGE D AFFAIRES PROFESSIONNELS (H/F),CAISSE FEDERALE DE CREDIT MUTUEL,,Pas de description
13,Réf-21-pt-15 Conseiller en banque en ligne et back office –...,Cap Magellan,,Pas de description
14,Consultant débutant en gestion des risques et Audit | Sud Es...,PwC,,Pas de description
15,CDI - Assistante Commerciale / Direction,CREDIT ADVISOR,,"Cabinet de courtage en Prêt Immobilier et en assurances de prêt, CREDIT ADVISOR négocie la meilleure solution de financement pour ses clients acquéreurs. Nous sommes une société jeune, dynamique et en plein développement.  Vos missions: Au sein d'une de nos agences parisiennes et sous la responsabilité du Président ou du Directeur Général de la société, vous serez en charge des misions suivantes : Administratif et accueil : Accueillir les clients, fournisseurs, apporteurs d'affaires Recevoir et gérer les appels: clients, fournisseurs, partenaires et prescripteurs Assurer la réception, l'envoi et la rédaction du courrier Trier et archiver au quotidien les documents courants Assister au quotidien la direction Aide aux conseillers : Vérifier et organiser les dossiers de prêts Enregistrer et saisir les informations nécessaires à l'envoi des dossiers de prêts vers nos partenaires bancaires Photocopier, scanner et enregistrer dans l'outil les pièces justificatives des clients Suivre les dossiers avec les conseillers financiers, les banques et les compagnies d'assurances Comptabilité : Scanner et renommer les factures Pointer les factures en fonction des comptes courants de la société Prendre en charge la facturation des dossiers Gestion globale de la société : Assister au quotidien le Président et le Directeur Général dans les tâches de gestion quotidienne de la société Gérer les stocks avec les fournisseurs : commandes, facturation et réception S’assurer de la bonne tenue des bureaux  Nous cherchons des candidats qui : Maîtrisent WORD, Powerpoint et Excel Ont des qualités orales et rédactionnelles irréprochables Possèdent une bonne orthographe, Sont doté(e)s d'une grande réactivité et qui souhaite s'investir dans le développement de la société Souhaitent intégrer une entreprise jeune (moyenne d'age: 31 ans) Il y a plus de 30 jours - Continuer pour postuler Signaler l'offre"
16,AMOA Banque – H/F,Cat Amania,,Pas de description
17,Actuaire Produit Prevoyance Emprunteur H/F,Crédit Agricole Assurances,,"Description du poste Au sein de la Direction de l'Actuariat Pôle Vie, vous serez rattaché à l'équipe actuariat Business Unit Prévoyance Emprunteur (BU CAAPE) et détaché au sein de la BU (équipe de 6 collaborateurs) Ce service a pour principales missions de contribuer à la création et/ou à l'adaptation des produits de la gamme en participant au cadrage de l’offre, à la définition des garanties, à l’élaboration de la tarification et aux études d’impacts sur la rentabilité. Il est le point d’entrée de l’ensemble des demandes émanant de la BU qui requièrent une expertise actuarielle. Il est alors en charge de répondre aux demandes soit directement, soit en faisant appel à l’Actuariat Central Pôle Vie. Vos principales missions sont :  Cadrer les demandes émanant de la BU (échanger avec la BU sur leurs besoins, préconiser des solutions)  S’assurer de la prise en charge de la demande, soit au sein de l’Actuariat BU, soit en faisant appel à l’Actuariat Central Pôle Vie  Effectuer les travaux nécessaires pour apporter réponse à la demande de la BU en cas de prise en charge par l’Actuariat BU (garantie, tarification, rentabilité,..)  Coordonner et suivre les travaux effectués au sein de la direction de l’actuariat pour répondre à une demande de la BU, anticiper et alerter sur des éventuels décalages et proposer des solutions, assurer la cohérence des livrables  Assurer l’accompagnement technique nécessaire à la validation des offres dans les comités de développement, à la présentation des résultats auprès des clients,...  Favoriser la circulation de l’information entre la BU et l’Actuariat Central Pôle Vie : Organiser et promouvoir la communication des informations au sein de la BU (veille réglementaire et technique, comptes et commissionnement variable des réseaux, suivi de portefeuille,…) Apporter de la visibilité au sein de l’Actuariat Central Pôle Vie sur les projets de la BU.  Dans le cadre de votre prise de poste, vous serez, bien entendu, accompagné et intégré par l’équipe pour une montée en compétence progressive. Vous hésitez encore à nous rejoindre ? Sachez que l’humain est au coeur du Plan Moyen Terme (PMT) de Crédit Agricole Assurances afin « d’agir chaque jour dans l’intérêt de nos clients et de la société », la raison d’être de notre groupe. Et après ? En rejoignant CAA, vous rejoignez aussi le Groupe Crédit Agricole SA et c’est tout autant d’opportunités qui s’offrent à vous dans le cadre de votre carrière. Alors, prenez part à l’aventure !  Critères de candidature Poste avec management Non Cadre / Non Cadre Cadre Niveau d'étude minimum Bac + 5 / M2 et plus Formation / Spécialisation Vous êtes diplômé d'une formation supérieure scientifique (Actuariat, Ingénieur, Université). Vous justifiez d'une première expérience au sein d'une Direction Actuariat. Niveau d'expérience minimum 0 - 2 ans Soft skills Vos connaissances et compétences techniques : Maîtrise des produits d'assurance des périmètres Prévoyance et/ou Emprunteur Maîtrise de l'environnement règlementaire et technique de l'assurance Maîtrise des méthodes actuarielles Maîtrise de l'anglais (contacts avec des équipes localisées à Dublin)  Capacités professionnelles : Vous avez le sens de la satisfaction client (client final et client interne) : tenir informé, apporter une réponse claire et tenir ses engagements notamment de délai. Vous aimez mener d'un bout à l'autre des analyses complexes tout en sachant synthétiser les résultats et mettre en avant les enjeux. Vous favorisez le travail en mode projet et transverse et vous êtes capable de vous adapter dans un environnement technique complexe et diversifié. Vous privilégiez le travail en équipe et faites preuve d'autonomie, de rigueur et d'un bon sens relationnel et vous êtes à l'aise tant à l'écrit et qu'à l'oral. Vous êtes curieux et aimez monter en compétence sur de nouveaux sujets. Outils informatiques Vous maitrisez les outils statistiques (SAS, Prophet est un plus) et bureautiques (Excel, Powerpoint) Langues Anglais Entreprise Crédit Agricole Assurances Crédit Agricole Assurances, premier assureur en France, rassemble les filiales assurances du Crédit Agricole. Le groupe propose une gamme de produits et services en épargne, retraite, santé, prévoyance et assurance des biens. Ils sont distribués par les banques du groupe Crédit Agricole en France et dans 9 pays dans le monde, par des conseillers en gestion patrimoniale et des agents généraux. Les compagnies de Crédit Agricole Assurances s'adressent aux particuliers, professionnels, agriculteurs et entreprises. A fin 2018, Crédit Agricole Assurances compte 4 600 collaborateurs et son chiffre d'affaires s'élève à 33,5 milliards d'euros (normes IFRS). Groupe Crédit Agricole Il y a plus de 30 jours - Continuer pour postuler Signaler l'offre"
