,title,description
844,Contrôle des transports en commun (H/F),"Vous avez un profil commercial ? Vous souhaitez rejoindre un groupe en pleine expansion ? Alors cette offre est faite pour vous !   Manpower CABINET RECRUTEMENT BORDEAUX recherche pour son client, une société de courtage d'assurances spécialisée en complémentaires santé, un Mandataire en assurances (H/F) en itinérance sur le secteur du bassin d'Arcachon (33). Acteur majeur dans l'Est de la France, notre client souhaite poursuivre le développement de son activité dans le Sud-Ouest. L'entreprise compte 50 collaborateurs et propose une offre complète en assurance (mutuelle santé, assurance vie, retraite, placement, auto, assurance habitation) adaptée à tous les besoins.   Rattaché(e) au Directeur Commercial basé en Gironde, vous interviendrez dans un rayon de 50 km autour de votre domicile.   Votre mission consistera à développer votre portefeuille client en commercialisant des produits d'assurance à la personne (contrats de santé, prévoyance, retraite...etc.).   Vous privilégierez une clientèle de professionnels et évaluerez leurs besoins en construisant des solutions adaptées dans le cadre d'une démarche globale de conseil. Tous vos rendez-vous vous seront fournis par le siège. Titulaire d'un Bac+2/3 en banque ou assurance, vous avez une première expérience en vente B to B et appréciez l'environnement terrain.   D'un naturel commercial, vous possédez d'excellentes qualités relationnelles et vous avez un goût prononcé pour le challenge.   Votre capacité d'autonomie, votre ténacité et votre goût très développé pour le contact client seront des atouts importants pour réussir sur ce poste.   Vous bénéficierez d'une rémunération attractive liée à vos performances individuelles (commissions).   Vous justifiez d'une capacité professionnelle de niveau 1 ou niveau 2 reconnue par l'ACPR impliquant donc :   - 1 an (2 ans pour le niveau 1) d'expérience en tant que cadre dans une fonction de production ou gestion de contrats d'assurance   - 2 ans (4 ans pour le niveau 1) d'expérience, au statut non cadre, dans une fonction relative à la production ou gestion de contrats d'assurance   - la possession d'un diplôme, titre ou certificat (articles A512-6 et A512-7 du Code des Assurances)  Dans le cadre de sa politique diversité, Manpower étudie, à compétences égales, toutes candidatures dont celles de personnes en situation de handicap"
845,Contrôle des transports en commun (H/F),"Vous avez un profil commercial ? Vous souhaitez rejoindre un groupe en pleine expansion ? Alors cette offre est faite pour vous !   Manpower CABINET RECRUTEMENT BORDEAUX recherche pour son client, une société de courtage d'assurances spécialisée en complémentaires santé, un Mandataire en assurances (H/F) en itinérance sur le secteur de Auch (32). Acteur majeur dans l'Est de la France, notre client souhaite poursuivre le développement de son activité dans le Sud-Ouest. L'entreprise compte 50 collaborateurs et propose une offre complète en assurance (mutuelle santé, assurance vie, retraite, placement, auto, assurance habitation) adaptée à tous les besoins.   Rattaché(e) au Directeur Commercial basé en Gironde, vous interviendrez dans un rayon de 50 km autour de votre domicile.   Votre mission consistera à développer votre portefeuille client en commercialisant des produits d'assurance à la personne (contrats de santé, prévoyance, retraite...etc.).   Vous privilégierez une clientèle de professionnels et évaluerez leurs besoins en construisant des solutions adaptées dans le cadre d'une démarche globale de conseil. Tous vos rendez-vous vous seront fournis par le siège. Titulaire d'un Bac+2/3 en banque ou assurance, vous avez une première expérience en vente B to B et appréciez l'environnement terrain.   D'un naturel commercial, vous possédez d'excellentes qualités relationnelles et vous avez un goût prononcé pour le challenge.   Votre capacité d'autonomie, votre ténacité et votre goût très développé pour le contact client seront des atouts importants pour réussir sur ce poste.   Vous bénéficierez d'une rémunération attractive liée à vos performances individuelles (commissions).   Vous justifiez d'une capacité professionnelle de niveau 1 ou niveau 2 reconnue par l'ACPR impliquant donc :   - 1 an (2 ans pour le niveau 1) d'expérience en tant que cadre dans une fonction de production ou gestion de contrats d'assurance   - 2 ans (4 ans pour le niveau 1) d'expérience, au statut non cadre, dans une fonction relative à la production ou gestion de contrats d'assurance   - la possession d'un diplôme, titre ou certificat (articles A512-6 et A512-7 du Code des Assurances)  Dans le cadre de sa politique diversité, Manpower étudie, à compétences égales, toutes candidatures dont celles de personnes en situation de handicap"
846,Conseiller financier confirmé (h/f),"Dans la ligne du plan stratégique de La Banque Postale, ""L'intérêt du Client d'abord, prouvons la différence"", et dans le cadre des objectifs de développement du chiffre d'affaire de La Banque Postale et du Réseau La Poste, le conseiller financier assure, au sein d'un bureau de poste, la gestion totale du portefeuille de ce bureau.  Vos missions : - Gérer son portefeuille et cibler l'activité - Prendre de rendez-vous - Préparer les entretiens - Conduire l'entretien en face à face et/ou par téléphone - Réaliser des relances, garantir la qualité et la traçabilité des opérations  Ventes en face à face, ventes à distance, services en ligne et offre digitale, crédit immobilier, argent au quotidien, assurance individuelle, assurance vie, crédit à la consommation, épargne, retraite...  L'employeur garantit une procédure de recrutement conforme aux recommandations gouvernementales (par téléphone et/ou visioconférence), pour une finalisation d'embauche dès autorisations sanitaires."
847,Conseiller financier (h/f),"Dans la ligne du plan stratégique de La Banque Postale, ""L'intérêt du Client d'abord, prouvons la différence"", et dans le cadre des objectifs de développement du chiffre d'affaire de La Banque Postale et du Réseau La Poste, le conseiller financier assure, au sein d'un bureau de poste, la gestion totale du portefeuille de ce bureau.  Vos missions : - Gérer son portefeuille et cibler l'activité - Prendre de rendez-vous - Préparer les entretiens - Conduire l'entretien en face à face et/ou par téléphone - Réaliser des relances, garantir la qualité et la traçabilité des opérations  Ventes en face à face, ventes à distance, services en ligne et offre digitale, crédit immobilier, argent au quotidien, assurance individuelle, assurance vie, crédit à la consommation, épargne, retraite...  L'employeur garantit une procédure de recrutement conforme aux recommandations gouvernementales (par téléphone et/ou visioconférence), pour une finalisation d'embauche dès autorisations sanitaires."
848,Chargé d'Affaires IARD (H/F),"RESPONSABILITÉS Vous serez en charge :  - du développement clientèle   - de définir les cibles potentiels  - de développer un réseau d'apporteurs  - d'effectuer la segmentation des cibles PME/ Grandes Entreprises  - de conseiller, accompagner vos clients PROFIL RECHERCHÉ De formation de niveau Bac +2 à Bac+5 en assurances, vous disposez d'une expérience de 2 ans minimum à un poste similaire en assurance IARD, au sein d'une agence, d'un cabinet de courtage ou d'une compagnie d'assurance.   Vous avez des connaissances solides dans le domaine des assurances, des contrats et produits relevant du domaine ainsi que des conventions d'assurances.  Vous disposez d'un bon relationnel et d'une bonne capacité d'argumentation."
849,Gestionnaire - Comptes Entreprise Grands Comptes - service versement H/F,"Adehos est un cabinet de recrutement spécialisé. Nous recherchons pour notre client, expert de l'épargne salariale, un/e chargé(e) de comptes entreprises grands comptes H/F  Au sein du Service Versements Grands Comptes, vous réalisez des opérations de gestion et accompagnez les clients employeurs, dans le respect des exigences de qualité de service, des règles de gestion contractuelles et de la réglementation.  A ce titre vous êtes plus particulièrement en charge des missions suivantes :- La gestion des opérations de versement, de transferts ainsi que les demandes clients entreprises- La gestion administrative et financière des données reçues des clients avec lesquels vous entretenez des relations étroites (conseil technique avec l'utilisation des supports tels que le web, les relevés de situation)- Le traitement des activités spécifiques (calcul de l'abondement, versements sur fond actionnariat)- Le contrôle du Flux Financier- Participer aux réunions clients- La gestion des opérations spéciales- La relation avec les réseaux de distribution partenaires- La prise en charge des réclamations et les régularisations afférentes  Vous contribuez au bon fonctionnement de votre service et proposez des solutions d'amélioration continue en participant à divers projets ou opérations ponctuelles.A votre arrivée vous bénéficierez d'une formation métier et opérationnelle et évoluerez progressivement sur la fonction afin d'en maîtriser toutes les étapes.  Profil recherché : Vous justifiez au minimum d'un diplôme Bac+2/3 de type BTS Banque/Assurance/Gestion/Compta et d'une première expérience dans une activité de service ou de gestion. Vous connaissez l'Epargne Salariale.Rigoureux(se) et polyvalent(e), vous disposez de bonnes capacités d'analyse et d'organisation.Une bonne maîtrise des outils bureautique (Excel et Word) est indispensable.  Type d'emploi : Temps plein, CDI  Salaire : 28 000,00€ à 30 000,00€ par an  Horaires :  * Travail en journée"
850,Chargé / Chargée d'affaires bancaires entreprise (H/F),"POSTE : Chargé d'Affaires Marché des Entreprises H/F PROFIL : Bac +3 banque/assurance validé Connaissance des produits de financements des personnes morales Maîtrise du Pack Office Rigueur et sens de l'organisation Qualités relationnelles et d'adaptation DESCRIPTION : MBWAY est une Business & Management School dont l'enseignement est structuré pour s'adapter au plus près des besoins des entreprises. L'admission se fait dès Bac +2 pour préparer un Bachelor de commerce, ou dès Bac +3 pour suivre un cycle MBA de niveau master en commerce et management MBway Grenoble, école internationale de management du Bac +3 au Bac +5 recherche, pour un de ses grands groupes partenaires, un Chargé d'Affaires Marché des Entreprises H/F en contrat d'apprentissage, sur le département 38. Une formation ou un emploi : pourquoi pas les deux Vous souhaitez vous orienter vers une formation professionnalisante. Dès septembre prochain, profitez des avantages d'un contrat en alternance pour vous former et acquérir un Bac +5 Gestion de Patrimoine. MISSIONS - Collaborer au pilotage et au suivi de l'activité. - Aider le conseiller dans le développement de la clientèle. - Analyser les dossiers de crédit et participer à la maîtrise des risques. - Contribuer à la relation commerciale. - Contribuer au développement et à la qualité du fichier clients sur le plan commercial (prospection), administratif (reporting) et réglementaire (veille, conformité). MODALITES - Type de contrat : apprentissage. - Durée : 24 mois, temps plein. - Lieu de travail : 38. - Salaire : à calculer selon votre âge et votre niveau d'études.  En bref : Chargé d'affaires bancaires"
851,Courtier / Courtière en prêts immobiliers (H/F),"RECHERCHE COURTIERS CREDIT IMMOBILIER INDEPENDANTS, SECTEUR 44 et 85 B.T. Crédits Financements est un réseau de courtiers indépendant spécialisé dans la négociation de prêts et les assurances de prêts. Nous sommes intermédiaires en opération de banque et services de paiement. Notre réseau a été créé en 2006 et compte aujourd'hui 25 mandataires indépendants situés essentiellement sur l'Ouest, le Sud (Ouest et Est) de la France ainsi que dans les DOM.   Notre métier est d'accompagner nos clients dans leur projet d'acquisition, de construction, d'investissement ou de rachat de prêt en obtenant les meilleures conditions du marché de nos partenaires bancaires et assureurs. La rémunération est particulièrement attractive pour le secteur du courtage : Le réseau reverse 80% des commissions (commissions bancaires et honoraires) à ses mandataires les plus expérimentés.  Profil recherché : Conseiller bancaire, courtier indépendant désirant rejoindre un réseau organisé. Formation IOBSP obligatoire"
852,"Gestionnaire sinistre Incendie, Accidents, Risques Divers - (H/F)","Sedgwick France recrute sur son bureau de Saint-Herblain (44), un(e) Gestionnaire de sinistres pour un CDD de 6 mois. Le/la Gestionnaire de sinistres a pour rôle d'enregistrer et de qualifier les missions d'expertises confiées par nos mandants pour le compte du bureau de rattachement ou pour tout autre service ou bureau de la société. Il doit veiller au bon déroulement du suivi administratif des missions ainsi que le suivi et la mise à jour des dossiers auprès des assurés, courtiers, agents ou compagnies d'assurances. A ce titre, vos missions seront l'enregistrement, la qualification et l'orientation des nouvelles missions. La qualification consiste en : L'analyse des circonstances et causes du sinistre L'identification des différents intervenants liés au sinistre (assuré, assureur, expert) La réalisation d'une première estimation des dommages La détection de tout recours éventuel La planification des rendez-vous d'expertise Le suivi et la mise à jour dossier"
853,Courtier en prêt immobilier (H/F),"L'agence LFC Courtage de Rennes Est recherche un(e) EXPERT(e) en FINANCEMENT pour renforcer son équipe dynamique, dont les missions sont les suivantes : - Prospecter, fidéliser et développer un réseau d'apporteurs d'affaires composé d'agents immobiliers, de constructeurs et promoteurs, de notaires, . - Prendre en charge les demandes de prêt des clients et rechercher constamment de nouveaux prospects ;  - Conseiller et accompagner vos clients, de la recherche de financement jusqu'à la concrétisation de leur projet ;  - Négocier auprès de nos partenaires bancaires, les meilleures solutions de financement ;  - Assurer le suivi de vos dossiers clients jusqu'à leur finalisation et la signature de l'acte notarié. Salaire: part fixe + commissions (salaire négociable) Statut indépendant ou salarié (statut de salarié selon expérience significative dans le courtage ou la banque) Véhicule de service mis à disposition."
854,Chargé / Chargée d'affaires bancaires entreprise,"L'entreprise Société Générale recherche un(e) chargé(e) d'affaires entreprises en alternance.  Vos missions :   - Réaliser la gestion et développement d'une clientèle d'entreprises, collectivités locales et associations - Réaliser l'exploitation d'un fichier de prospects - Proposer une gamme adaptée de produits et services, de conseils en placements - Gérer la réalisation d'analyses financières et de crédit  Votre profil :   De formation MASTER BANQUE/FINANCE - ECOLE DE COMMERCE Spécialisation en Finance d'Entreprises, vous envisagez de poursuivre vos études en alternance.  Le poste est à pourvoir à l'occasion d'un événement de recrutement digital organisé par la société WIZBII en charge de la pré-sélection des candidats."
855,Courtier / Courtière en prêts immobiliers (H/F),"Vous avez l'âme d'un commercial terrain justifiant impérativement d'une première expérience réussie dans le domaine bancaire auprès de Chefs d'entreprises (Conseillers Clientèle Professionnels, Chargé d'Affaires Entreprises), dans le monde de la finance et/ou du conseil aux Dirigeants (experts-comptables, gestionnaires de patrimoine, transactionnaires de fonds de commerce...).Afin de créer votre portefeuille clients : vous agissez en vrai chef d'entreprise en préparant un plan de développement commercial  vous mettez tout en œuvre afin de vous faire connaitre en tant qu'expert en crédits professionnels sur votre secteur. Vous interviendrez sur nos 3 agences de Vannes, Rennes et St Brieuc avec comme point de rattachement Rennes  Idéalement vous avez un profil commercial issu de l'immobilier, banque, assurance  . Formation assurée en interne ;  formation IOBSP serais un plus; mandataire freelance passage possible en cdi après période concluante"
856,"Gestionnaire de Sinistres (h/f), Poitiers (H/F)","A la recherche de nouvelles affinités professionnelles ?  Spring, cabinet de conseil en recrutement et intérim spécialisé, accélère votre carrière et vous guide vers l'emploi qui vous ressemble. Réalisez votre projet professionnel en rencontrant l'un de nos 270 consultants spécialistes de vos métiers et implantés dans 45 villes en France. A la recherche de nouvelles affinités professionnelles ?Spring, cabinet de conseil en recrutement et intérim spécialisé recrute pour son client, l'un des principaux acteurs dans le domaine des assurances et filiale d'un grand groupe bancaire à dimension internationale, un Gestionnaire Sinistres H/F, poste basé sur Poitiers (86). Vous êtes Gestionnaire auprès des particuliers et vous souhaitez évoluer sur les professionnels ? Ou vous êtes reconnu dans la gestion de sinistres auprès des professionnels et vous souhaitez un nouveau challenge ? Alors cette offre est pour vous !  Au sein de l'Unité de Gestion des Sinistres de l'entreprise, vous accompagnez le client dans la gestion de son sinistre et à ce titre gérez les dossiers sinistres afin de les régler conformément aux niveaux de délégation pour répondre de manière équilibrée aux objectifs de qualité de service.  A ce titre, vous aurez pour missions : Accompagner le client :Ecouter, établir une relation de confiance et personnaliser le serviceInformer et conseiller le client sur la gestion du dossier Prendre en compte la déclaration et instruire le dossier sinistre :Recueillir ou prendre connaissance de la déclaration de sinistre, vérifier la conformité du risque etl'application des garantiesDéterminer les responsabilités en cause, le mode de réparation financier ou en nature et les actions àmettre en œuvre Apprécier, sur la base du dossier et/ou du rapport d'expertise, la portée du dommage, voire estimer lemontant du dommageRégler le dossier sinistre :Mettre en œuvre la procédure de règlement correspondant au sinistre dans le respect des délégationsProcéder ou faire procéder au paiement de l'indemnité ou au déclenchement de la prestation ennatureSuivre le dossier :Assurer un suivi diligent et actif de ses dossiers et de ceux de ses collèguesSoumettre à l'encadrement ou au parrain tout type de réclamationParticiper à la vie de l'UGS :Dans le cadre des valeurs de l'entreprise, contribuer à maintenir une bonne communication et un bonfonctionnement au sein de l'UGSProfil recherché :De formation bac+2 minimum (idéalement en assurance), vous justifiez d'une expérience de cinq ans minimum en gestion de sinistres professionnels ou particuliers (formation assurée aux risques professionnels). Vous maîtrisez les principes fondamentaux des assurances IARD des particuliers. Vous connaissez les conventions, les protocoles, les processus et spécificités du métier. Vous savez respecter strictement le cadre contractuel. Postulez en ligne en joignant votre CV à l'attention de Charlotte Debonnaire, bureau Spring Poitiers, en précisant la réf 15036965.Pour faire la différence : www.springfrance.com ! -"
857,"Gestionnaire sinistre Incendie, Accidents, Risques Divers - (H/F)","Gérer administrativement des dossiers sinistres de type dégâts des eaux, incendie, vol, vandalisme: - Ouvrir et instruire le dossier, vérifier les garanties applicables - Missionner les experts agréés par les compagnies d'assurances et savoir analyser leurs rapports - Emettre le règlement du sinistre et l'adresser au client pour le compte de la compagnie d'assurance - Renseigner les outils de gestion du courtier et les extranets des compagnies d'assurances - Instruire les dossiers de recours - Assister et conseiller le client tout au long de l'instruction du dossier sinistre - Connaissance de la Convention IRSI OBLIGATOIRE"
858,Conseiller / Conseillère mutualiste (H/F),"POSTE : Conseiller Mutualiste à Distance H/F PROFIL : De formation Bac +2 dans le domaine commercial et/ou banque/assurance, vous possédez une expérience en vente-conseil à distance de 2 ans minimum. Votre goût du challenge, votre aisance téléphonique, votre réactivité et votre autonomie vous permettront de réussir sur ce poste. Les jours travaillés sont : lundi, mardi, mercredi, jeudi et vendredi avec une demi-journée non travaillée. Les horaires d'ouverture de l'agence sont : 9h-18h30. DESCRIPTION : Miltis est une mutuelle nationale interprofessionnelle en pleine expansion. Elle est basée à Lyon et regroupe 120.000 personnes protégées pour un chiffre d'affaires de 60 M€ réalisés sur les marchés de la complémentaire santé et de la prévoyance. La mutuelle distribue ses solutions d'assurance en direct (agences et vente en ligne) ou en marque blanche avec des partenaires distributeurs. Elle partage ses moyens avec le groupe Alptis Assurances. Nous recrutons pour Miltis issue du groupe Alptis Assurances à Lyon un(e) conseiller(ère) mutualiste à distance H/F en CDI. Dans le cadre de la stratégie de l'entreprise et du plan d'action commercial, vous assurez le développement de Miltis sur le marché des particuliers. A cet effet, vous traitez les demandes de contacts provenant des différents canaux d'information de la mutuelle, travaillez le fichier d'adhérents en vue de développer leur équipement et prospectez de nouveaux adhérents à partir de fichiers ciblés. Vous analysez les besoins de prospects, présentez les offres de Miltis et du groupe Alptis, recueillez leur adhésion et assurez leur suivi commercial. Sous la responsabilité de la Responsable de l'agence de Lyon, vos missions sont les suivantes : - Traiter sous 2 h les demandes d'informations provenant des différents canaux d'information de la mutuelle, quel que soit le média utilisé (téléphone, internet). - Saisir les prospects sur notre base de données, émettre les propositions sur notre logiciel de tarification et effectuer les relances régulièrement par téléphone ou mail. - Prospecter téléphoniquement les adhérents ou prospects dont les listes vous ont été communiquées en vue de prendre RDV à l'agence ou de leur adresser une proposition à distance. - Dans le cadre de votre démarche de vente, analyser les besoins des prospects ou adhérents, leur conseiller le produit le plus adaptéà leur situation en respectant la politique commerciale du groupe et les procédures de protection de la clientèle, et assurer le suivi de ces propositions jusqu'à leur transformation en adhésion ou leur classement sans suite. - Assurer un reporting régulier auprès de votre hiérarchie pour effectuer un suivi dans la réalisation du plan d'actions.  En bref : Conseiller mutualiste, Assurance, Optimisation du chiffre d'affaires"
859,Courtier / Courtière en prêts immobiliers,"Web Courtage, courtier installé à Périgueux et Limoges depuis 2014, recherche un courtier(e) en prêt immobilier pour développer le secteur d'Angoulême,  Vous rejoindrez un cabinet de courtage en crédit reconnu par ses clients, apporteurs et partenaires bancaires. Vos missions seront les suivantes : - Vous créez, animez et développez le réseau de clients et prescripteurs de votre secteur géographique (agent immobiliers, notaires, constructeurs..). - Vous accompagnez vos clients du premier contact jusqu'au rdv banque et les aidez à obtenir les meilleures conditions. - Vous montez les demandes de prêts Idéalement vous êtes actuellement mandataire, salarié chez un courtier ou conseiller bancaire. Mais plus qu'un diplôme, vous avez une aisance relationnelle naturelle et êtes un homme ou une femme de réseaux.Idéalement vous êtes passionné(e) et engagé(e) dans un Club sportif, une association, un réseau d affaire. CDI ou MIOB suivant expérience"
860,Courtier / Courtière en prêts immobiliers (H/F),"Nous recrutons un courtier H/F, titulaire ou en cours d'obtention du  IOBSP (Intermédiaire en Opérations de Banque et en Services de Paiement). Nous recherchons un(e) candidat(e) qui a une bonne connaissance  du monde bancaire afin de travailler en autonomie, adossée à une compétence commerciale forte et en particulier de CONSEIL car nous avons le devoir de proposer le meilleur à nos clients. Il s'agit d'un poste salarié, avec  mutuelle et restauration du midi prise en charge. Le salaire de base est au SMIC avec commission : Pour chaque dossier instruit jusqu'au déblocage des fonds, le courtier H.F percevra 25% de celui-ci. (non plafonnés soit sans montant minimum ou maximum) Vous aurez à votre disposition un bureau, un ordinateur, un téléphone. Des RDV qualifiés sont pris par l'assistante, qui peuvent de même amener à des recommandations. De nombreux déplacements  sont à prévoir entre les départements  66 et 06 avec frais kilométriques pris en charge. C'est un poste à évolution rapide"
861,Gestionnaire Sinistres Entreprises IARD (H/F),"RESPONSABILITÉS Vous contribuez à la satisfaction des clients et au respect des engagements contractuels de l'entreprise, en prenant en charge les dossiers d'indemnisation des victimes de sinistres, dans le cadre de procédures de gestion conventionnelle et du respect de notre Certification.  Activités Principales :  - Recueil et identification des besoins des clients  - Instruction des dossiers sinistres  - Règlement des dossiers sinistres  - Conseil, accompagnement et aide à la décision  - Suivi des statistiques sinistres  - Mise à jour des tableaux de suivi PROFIL RECHERCHÉ Vous êtes titulaire d'un BTS ou d'une formation supérieure en assurance avec au moins une première expérience sur un poste similaire idéalement sur les sinistres entreprises.  Vous avez des connaissances solides dans le domaine juridique (droit des assurances), des contrats et produits relevant du domaine ainsi que des conventions d'assurances."
862,Gestionnaire Sinsitres Prévoyance et Emprunteur (H/F),"Prendre en charge le traitement des dossiers sinistres Prévoyance et Emprunteur Traitement des dossiers sinistres:Recueillir la déclaration de sinistres,Vérifier la validité du contrat et l'application des garanties,Transférer le dossier à la cellule médicale pour avis,si besoin,Suivre le traitement auprès de la cellule médicale,Estimer le montant du dommage et déterminer les responsabilités,Mettre en place et suivre les procédures amiables(ECA,arbitrage)si besoin,Établir les décomptes d'invalidité,Émettre en paiement (arrêt de travail,allocation maternité,rente d'invalidité,honoraires d'experts,rente éducation,rente conjoint,remboursement des banques dans le cas d'un sinistre emprunteur),Gérer les revalorisations de rentes,Clôturer les dossiers,Contribuer à l'élaboration des provisions Relation adhérents:Traiter les appels téléphoniques,mails,courriers,Gérer les références bancaires sinistres,Informer l'assuré et/ou les bénéficiaires du traitement du dossier,Traiter les réclamations"
863,Gestionnaire Clientèle Entreprise H/F,"Le Groupe   Le groupe LSA est un groupe de sociétés de courtage d'assurance dont la plus importante, LSA Courtage, a été créée en 1970.  LSA Courtage propose aux particuliers des solutions d'assurances IARD, principalement assurances auto et santé animale et distribue en direct et en partenariat essentiellement via nos sites web, notamment Assurpeople.com, Fidanimo.com et CAR-Y.com.  LSA Pro propose aux professionnels et aux TPE des solutions d'assurances IARD, principalement RC Professionnelle et RC Décennale et distribue en direct et en mode grossiste.  Le GIE LSA Ressources regroupe quant à lui l'ensemble des fonctions support du groupe soit les équipes Informatique, Offres, Marketing, Finance et Conformité.  En tant que courtier délégataire le groupe LSA maitrise la totalité de la chaine de valeur de l'assurance, de la distribution multicanale à la gestion des sinistres. Nous bénéficions depuis de nombreuses années de la confiance des plus grands assureurs du marché. Le groupe LSA est un pionnier de l'utilisation des nouvelles technologies en matière de distribution et de gestion d'assurance.  La société enregistre une croissance annuelle du chiffre d'affaires supérieure à 10% chaque année depuis 10 ans ce qui démontre qu'elle est très bien positionnée sur son marché.  Afin d'accompagner ce développement, nous cherchons à renforcer nos équipes et recrutons !  Rejoignez nos 125 talents au sein d'une société :  * à taille humaine,  * jeune et dynamique,  * en plein développement,  * engagée dans la transition digitale,  * avec des valeurs fortes (Respect, Engagement, Solidarité, Innovation, Performance et Responsabilité),  * basée dans le 92 (Rueil-Malmaison, au pied du RER A).  Projet :   * Dans le cadre d'un lancement d'une activité de grossiste, accompagné par un pool d'assureur et de réassureur français, spécialisé sur le secteur de la construction et ayant pour vocation de dynamiser le marché via des solutions assurancielles en mode responsable et pédagogique.  * Un projet basé sur des valeurs d'innovation, de simplification dans le cadre d'un groupe solidement installé, très en avance sur la digitalisation et ayant la confiance de tous les plus grands assureurs.  * Une équipe de professionnels ayant une parfaite maitrise du réseau de courtage et du marché de la construction.  * Un projet en mode Start Up avec une ambition de fort développement.'  Votre profil  · De formation supérieure en assurance minimum BAC +2 (BTS assurance) vous avez une expérience en gestion/souscription de risques professionnels ou particuliers.  · Vous êtes idéalement intervenu(e) sur des dossiers en responsabilité civile.  · Votre maîtrise de la relation téléphonique vous permet de développer et entretenir des relations de confiance avec vos interlocuteurs. Votre sens de l'initiative et votre capacité à argumenter vous aideront à mener à bien vos missions  · Dynamique, rigoureux(se), réactif(ve)et vous avez le gout du travail en équipe  Finalité du poste :   * Gestion et souscription des contrats d'assurances IARD/RC pour les Agents et courtiers.  * Étudier, accepter les risques selon les directives de souscription.  * Assurer la gestion technique des contrats.  * Apporter conseils et assistance technique aux agents et courtiers.  * Participer au développement commercial de ce marché.  Votre mission consistera notamment à :   * Mettre en œuvre la souscription des risques RC et RCD en garantissant la qualité technique : déterminer les besoins en assurance, valider l'offre.  * Participer au développement et développer un relationnel technico-commercial avec les intermédiaires.  Formation et montée en compétences :   * Accompagnement du collaborateur entrant pour une parfaite maîtrise des outils de gestion .  * Formation complémentaire ""technique produits"" et réglementation Assurance dispensée et modules de formation des principales règles de souscription compagnies mandantes.  Rémunération et évolution de carrière :   * Un salaire de départ proposé avec un fixe en adéquation avec les compétences acquises lors des précédents emplois.  * Une rémunération variable calculée sur la qualité de la production réalisée.  Cette rémunération non plafonnée, en rapport avec les résultats obtenus, s'ajoute au salaire fixe sous forme de primes trimestrielles.  Type d'emploi : Temps plein, CDI  Salaire : 26 000,00€ à 30 000,00€ par an  Avantages :  * Participation au Transport  * RTT  Horaires :  * Du Lundi au Vendredi  Formation:  * Bac +2 (BTS, DUT, DEUG) (Optionnel)"
864,Conseiller-ère financier - Draveil 91 (H/F),"La Caisse d'Epargne Ile-de-France, forte de ses 4 878 collaborateurs, ses 455 agences, ses 30 centres d'affaires et de ses 675 000 sociétaires, a mis au cœur de son action la proximité avec tous les acteurs économiques franciliens depuis bientôt 200 ans. Acteur majeur de sa région, elle se positionne comme le banquier du Grand Paris. Sa stratégie de développement repose sur un maillage important d'agences sur toute l'Ile de France proposant le meilleur de l'humain et du digital. Elle fait partie du Groupe BPCE, 2e groupe bancaire en France.  La CEIDF a obtenu en janvier 2017 le Label Egalité de l'AFNOR. Il représente une reconnaissance, par un organisme extérieur indépendant, de l'engagement de la CEIDF et de la pertinence de ses actions en matière d'égalité liée au genre dans le domaine professionnel. Poste et missions  Envie de booster votre carrière! Postulez! Rattaché(e) au Directeur·trice d'agence, vous contribuez aux résultats commerciaux et à la croissance du PNB de l'agence.  Vos missions ? Satisfaire les clients par la gestion et le développement de votre portefeuille.  Développement commercial : 75% du temps de travail   * Être proactif(ve) sur la clientèle du portefeuille confié avec, comme attendu, des prises de rendez-vous et des ventes Multicanal  * Confirmer, préparer et conduire des entretiens de vente avec des clients et prospects, en face à face et par téléphone  * Réaliser des ventes en adéquation avec les besoins du client et les orientations commerciales de l'entreprise et dans le respect des règles de risque et de conformité  * Gérer les sollicitations clients, notamment par mail et téléphone : demandes d'informations, réclamations.  * Prendre en charge l'accueil de l'agence une demi-journée par semaine  Suivi et gestion des risques : 25% du temps de travail   * Prévenir et gérer le risque sur le portefeuille  * Constituer et assurer le suivi des dossiers clients  * Mettre à jour les données clients Diplômé.e d'un Bac+2/3 de formation bancaire ou commerciale, vous justifiez impérativement d'une expérience significative (2 à 5 ans) sur un poste équivalent, avec la gestion d'un portefeuille de clients.  Vous maîtrisez l'ensemble de la gamme des produits financiers et des méthodes de vente.  Les qualités requises? Votre esprit de conquête, votre sens du service client, votre bonne humeur!  Autant d'éléments générateurs d'opportunités au sein de notre entreprise qui allie le meilleur de l'Humain et du Digital.  Les candidatures qui auront retenu notre attention feront l'objet d'une vérification des diplômes du parcours professionnel et des documents administratifs."
