Unnamed: 0,title,company,salary,summary
20,Auditeur Financier Débutant (H/F) - Banque / Assurance - Par...,EY,,"Au sein du département FSO (Financial Services Office), plus de 1 000 collaborateurs en France combinent leurs expertises métiers, fonctionnelles et technologiques, afin de répondre efficacement aux besoins de nos clients en gestion d’actifs, banque ou assurance. Dans un contexte en perpétuel changement et hautement réglementé, nous apportons ainsi à nos clients des conseils pointus et de haut niveau pour les aider à gérer les incertitudes et les opportunités de ce secteur. EY poursuit sa stratégie et conforte sa position de leader dans l’audit des grands comptes en étant le numéro 1 sur le commissariat aux comptes du CAC 40 et du SBF 120.  Dans ce contexte, nous recrutons des Auditeurs Financiers Débutants H/F en CDI à partir de septembre 2021.  Vos missions  Au sein d'une équipe structurée : Vous intervenez sur des missions de commissariat aux comptes ou sur des missions financières à forte valeur ajoutée (revue de business plan, revue des contrats à long terme, opérations de transactions…), Vous mettez en œuvre notre méthodologie d'audit (analyse de l'environnement et de la stratégie de l'entreprise, évaluation des risques, revue du cadre du contrôle interne, audit des états financiers et revue qualitative de l'information financière …) et portez une attention particulière à la communication financière de ces groupes dans plusieurs référentiels (IFRS et US Gaap notamment), Vous êtes amené.e à intervenir sur un ensemble de problématiques et d'enjeux financiers afin d'apporter à nos clients et à leurs interlocuteurs (actionnaires, banquiers…) l'assurance et la fiabilité nécessaires à leur progression.  Profil De formation supérieure (bac+5) de haut niveau (écoles de commerce, d'ingénieurs ou université), vous êtes jeune diplômé.e et vous maîtrisez l'anglais dans un environnement professionnel. Doté.e d'un excellent sens relationnel, vous savez allier le sens de l'analyse et de la synthèse, rigueur et méthode. Curieux.se, dynamique, autonome, vous faites preuve d'esprit d'équipe et de leadership. Vous avez également déjà démontré un intérêt pour notre métier au travers de stages que vous avez effectués en cabinet d'audit ou en entreprise du secteur dans des services financiers, dans un contexte international.  EY rassemble aujourd’hui 284 000 associés et collaborateurs à travers le monde, dans plus de 152 pays. Grâce à ce réseau, dont le niveau d’intégration et l’ampleur internationale sont gages d’une même excellence partout dans le monde, EY renforce sa position de leader mondial de l’Audit, du Conseil, des Transactions, de la Fiscalité et du Droit. Notre expertise et la qualité de nos services contribuent à créer les conditions de la confiance dans l’économie et les marchés financiers. Nous faisons grandir des leaders afin, qu’ensemble, ils accompagnent les organisations vers une croissance pérenne. Et notre engagement envers nos équipes commence avec cette promesse : quel que soit votre parcours avec nous, l’expérience EY dure toute une vie. Vivez l'expérience EY, rejoignez-nous. Dans le cadre de sa politique Diversité, EY étudie, à compétences égales, toutes candidatures dont celles de personnes en situation de handicap. Il y a plus de 30 jours - Continuer pour postuler Signaler l'offre"
21,Auditeur Financier Débutant CDI – Secteur Banque Assurance G...,EY,,"EY poursuit sa stratégie et conforte sa position de leader dans l’audit des grands comptes en étant le numéro 1 sur le commissariat aux comptes du CAC 40 et du SBF 120.Dans le cadre de notre développement, nous recrutons des auditeurs débutants - secteur banque, assurance et gestion d'actifs H/F pour notre bureau de Lyon à partir de janvier 2021.  Vos missions Au sein d'une équipe, vous participez à des missions d'audit et de conseil auprès des principaux acteurs français et internationaux du secteur Banque / Assurance / Gestion d’Actifs. Vous mettez en œuvre notre méthodologie d'audit (analyse de l'environnement et de la stratégie de l'entreprise, évaluation des risques, revue du cadre du contrôle interne, audit des états financiers et revue qualitative de l'information financière …) et portez une attention particulière à la communication financière de ces groupes dans plusieurs référentiels (IFRS et US Gaap notamment), Vous êtes amené(e) à intervenir sur un ensemble de problématiques et d'enjeux financiers afin d'apporter à nos clients et à leurs interlocuteurs (actionnaires, banquiers…) l'assurance et la fiabilité nécessaires à leur progression  Votre profil  De formation supérieure (bac+5) de haut niveau (écoles de commerce, d'ingénieurs ou université), vous êtes jeune diplômé(e) et vous maîtrisez l'anglais dans un environnement professionnel. Doté(e) d'un excellent sens relationnel, vous savez allier le sens de l'analyse et de la synthèse, rigueur et méthode. Curieux, dynamique, autonome, vous faites preuve d'esprit d'équipe et de leadership. Vous avez également déjà démontré un intérêt pour notre métier au travers de stages que vous avez effectués en cabinet d'audit ou en entreprise du secteur dans des services financiers, dans un contexte international. EY rassemble aujourd’hui 284 000 associés et collaborateurs à travers le monde dans plus de 150 pays. Grâce à ce réseau, dont le niveau d’intégration et l’ampleur internationale sont gages d’une même excellence partout dans le monde, EY renforce sa position de leader mondial de l’Audit, du Conseil, des Transactions, de la Fiscalité et du Droit. Nous faisons grandir les talents afin, qu’ensemble, ils accompagnent les organisations vers une croissance pérenne. Et notre engagement envers nos équipes commence avec cette promesse : quel que soit votre parcours avec nous, l’expérience EY dure toute une vie.  Vivez l'expérience EY, rejoignez-nous.  EY est un employeur qui pratique l'égalité des chances. Il y a plus de 30 jours - Continuer pour postuler Signaler l'offre"
22,Conseiller(ère) clientèle en assurance H/F,LEO ET ASSOCIES,1 900 € - 3 000 € par mois,"Avez-vous besoin de nouvelles aventures, de nouveaux challenges dans le domaine de l’assurance ?Souhaitez-vous intégrer une équipe avec un esprit familiale ? LEO ET ASSOCIES est fait pour vous ! Dans le cadre de notre développement, nous sommes à la recherche d’un(e) conseiller(e) clientèle particuliers pour intégrer notre agence de MAICHE. Commercial(e) sédentaire, vous serez chargé(e) de créer une vraie relation de confiance et de proximité avec vos clients. - Etre le premier contact clients (téléphonique et physique dans l'agence) - Conseiller vos clients sur des produits adaptés à leurs besoins en assurances et les protéger des risques sur le patrimoine et les personnes : auto, habitation, prévoyance, retraite, santé - Développer votre portefeuille clients via des actions de fidélisation et la prospection - Assurer la gestion des contrats d’assurance : élaborer les devis, gérer la vie des contrats, établir les contrats en fonction des risques et de la réglementation, suivre les demandes avec la compagnie d'assurances AXA - Participer à l'innovation avec AXA Banque Profil souhaité: - Expérience : 1 an d’expérience en gestion de portefeuille clients particuliers - Formation : Titulaire d'un Bac +2 en assurance minimum - Qualités professionnelles : Commercial(e), technique, autonome et proactif (ve), vous êtes aguerri(e) aux méthodes de vente et de négociation. Vous avez le goût des relations humaines, le sens du conseil et la culture du résultat. Salaire attractif, motivant, négociable en fonction du profil et de l'expérience : entre 1900€ et 3000€ (salaire fixe + variable non plafonné) Avantages salariaux : mutuelle santé, prévoyance, titres restaurant Type d'emploi : Temps plein, CDI Salaire : 1 900,00€ à 3 000,00€ par mois Avantages : Titre-restaurant Horaires : Du Lundi au Vendredi Télétravail: Non il y a 5 jours Signaler l'offre"
23,Conseiller clientèle en assurance H/F - Saint-Hermine 85,AGEA,,"Agéa RH est une marque déposée par la société agéa Promotion (Fédération Française d'agents généraux d'assurance), qui a pour vocation de répondre aux besoins des agents généraux d'assurance en matière de recrutement. Dans le cadre de notre accompagnement au recrutement, nous recherchons pour une agence située à Saint-Hermine, un Conseiller clientèle en assurance (h/f) en CDI. L’accueil, l’information et le conseil auprès des assurés Fidéliser et développer le portefeuille de sociétaire L’équipement contractuel des sociétaires, l’établissement des devis La gestion des sinistres La prise de rendez-vous Le traitement des courriels, mails, la gestion administrative des dossiers Les campagnes commerciales Vous êtes titulaire d'un BTS Assurance/banque idéalement Vous disposez de 2 ans minimum d'expérience sur un poste similaire Connaissance des produits d’assurance Maîtrise du téléphone, d’internet et de l’outil informatique Aisance relationnelle, qualités d’accueil et sens du service au client Capacité à s’organiser et à travailler en équipe Poste à pourvoir en CDI dès le 10 Mai Rémunération fixe annuelle brute : 22000 - 28000 € + commissions (semestrielles) StepStone FR il y a 7 jours - Continuer pour postuler Signaler l'offre"
24,Consultant.e Junior - Accenture Consulting - CDI,Accenture,,"Consultant.e Junior - Accenture Strategy & Consulting – Paris  Contrat : CDI  Vos connaissances disent souvent que vous êtes au fait des dernières innovations ? Votre entourage est étonné par votre capacité à apprendre toujours plus ? Vous portez une attention particulière à votre bien-être dans votre environnement de travail et aimeriez-vous engager pour impacter notre société ? Vous pensez que travailler dans un environnement agile, flexible et accessible permet à toutes et à tous d’innover ensemble ? Rejoignez Accenture et réalisez demain. Dès maintenant.  En tant que Consultant.e Junior , quelles seront vos missions ?  Vous avez la possibilité de rejoindre le meilleur des savoir-faire Accenture pour conseiller les organisations dans plus de 40 secteurs (banque, assurance, automobile et équipement industriel, biens et services de consommation, chimie, énergie, service public, aéronautique, énergie, distribution, communication, médias et technologie, santé, utilities…). Vous intervenez dans le monde entier grâce à votre connaissance approfondie du marché, des problématiques et des technologies. Vous anticipez ainsi les mutations de ces secteurs pour proposer à vos clients des solutions innovantes et des services toujours plus adaptés à leurs besoins. Fort de votre expertise sectorielle, vous concevez et mettez en œuvre des solutions opérationnelles pour aider les entreprises à se transformer. Au cœur de l’écosystème Accenture vous intervenez sur 2 axes principaux : Conseil en management : véritable acteur du changement, vous proposez des projets de transformation majeurs et participez à leur mise en œuvre, alliant travail de recherche individuel et travail en équipe avec le client (workshops, interviews, présentation de recommandations, de plannings, étapes de validation). Conseil en nouvelles technologies : au cœur des nouvelles technologies et de la relation client, vous menez des entretiens et organisez des réunions avec le client pour comprendre les besoins des utilisateurs. Vous maitrisez les migrations technologiques en cours et développez votre expertise sur une ou plusieurs technologies clés. Vous collaborez avec le réseau international Accenture pour proposer des systèmes fiables et éprouvés.  En tant que Consultant.e Junior, quelles seront vos missions ?  Passionné par le monde de l’entreprise, disposant d’une excellente capacité d’analyse et d’une vision entrepreneuriale, et souhaitant une progression de carrière rapide : Vous êtes jeune diplômé.e issu.e d'une grande école de commerce, d'ingénieur ou d’Université et à la recherche d’un premier emploi Vous avez des compétences en organisation et gestion du capital humain que vous avez mis en profit lors de projets de transformation Vous avez développé de très bonnes compétences analytiques, une capacité à appréhender rapidement des questions complexes, faites preuve de créativité dans la recherche de solutions Vous avez un excellent relationnel, avez démontré de très bonnes capacités d'adaptation et de communication et avez goût pour le développement de la relation clients Vous parlez couramment anglais Accenture, c'est une communauté de plus de 505 000 talents et une vision commune : innover ensemble afin d'améliorer nos modes de vie et de travail. Dans un monde en perpétuel changement, nous accélérons la transformation des plus grandes entreprises de la stratégie jusqu’à la mise en œuvre grâce aux technologies de demain et dynamisons leur croissance grâce à l'expertise multi-sectorielle de nos expert.e.s !  Plongez au cœur de l’innovation en rejoignant notre équipe, une équipe qui aspire à créer de la valeur pour ses clients et à faire toujours mieux pour ses talents. Envie d’en savoir plus sur le quotidien des collaborateurs Accenture ? Posez-leur directement vos questions.  Déjà prêt.e à passer à la vitesse du changement ? Postulez. Découvrez en plus sur Accenture et nos expertises sur notre site web. Il y a plus de 30 jours - Continuer pour postuler Signaler l'offre"
25,Conseiller clientèle Particuliers H/F,LCL,,"Type de métier Types de métiers Crédit Agricole S.A. - Commercial / Relations Clients Intitulé du poste Conseiller clientèle Particuliers H/F Type de contrat CDI Date prévue de prise de fonction 02/07/2020 Poste avec management Non Missions Le réseau d'agences LCL propose aux particuliers et professionnels une gamme de produits et services bancaires complète. Plaçant la satisfaction du client au coeur de leurs préoccupations, les conseillers LCL construisent avec eux une relation de confiance par un conseil adapté et la vente de produits en adéquation avec leurs besoins.  Intégré au sein d'une agence, vous gérez votre portefeuille constitué de clients particuliers et animez la relation commerciale dans sa globalité.  Force de conseil et interlocuteur privilégié de vos clients, Vous accompagnez vos clients dans la réalisation de leurs projets Vous proposez les produits et services adaptés à leurs besoins Vous assurez la gestion courante des comptes, et le suivi de chaque dossier Vous développez et fidélisez votre portefeuille de clients  Votre sens de l'écoute, votre goût du challenge et votre adaptabilité contribueront à l'animation et au développement de votre activité, au service de vos clients.  Ce poste est un véritable tremplin pour évoluer vers les métiers d'expertise patrimoniales et professionnelles.  Tous nos postes sont ouverts aux personnes en situation de handicap.  Les candidatures des collaborateurs concernés par le projet CRC seront examinés prioritairement  Découvrez ce métier en vidéo: Localisation du poste Zone géographique Europe, France, Auvergne-Rhône-Alpes, 42 - Loire Ville MONTBRISON Critères candidat Niveau d'études minimum Bac + 3 / L3 Formation / Spécialisation Banque Commerce Niveau d'expérience minimum 0 - 2 ans Expérience Métiers : conseiller financier, conseiller clientèle Secteurs : banque, assurance Compétences recherchées Aisance relationnelle Goût pour la négociation Ténacité Autonomie Capacité à travailler en équipe Fibre commerciale Rigueur Organisation Il y a plus de 30 jours - Continuer pour postuler Signaler l'offre"
26,Chargé de clientèle des Particuliers (Secteur Aubagne) H/F,Crédit Agricole Caisses Régionales,,"Métier Banque – Marché des particuliers Titre du poste Chargé de clientèle des Particuliers (Secteur Aubagne) H/F Description du poste *** Tout commence ici par le témoignage de Jean-Baptiste, Chargé de Clientèle des Particuliers.  « Chaque client est une rencontre ; chaque projet est motivant. Lorsqu’un client revient heureux car son projet s’est concrétisé et que l’on a été acteur de ce dernier, je suis alors ravi d’y avoir participé » nous explique Jean Baptiste, chargé de clientèle dans l’une de nos 208 agences. « Ce métier nécessite une véritable approche par le conseil et la vente de produits et services bancassurances correspondant aux attentes de mes clients »  *** Comment sont rythmées vos journées ?  « La gestion, le développement et le suivi de nos clients sont nos 3 piliers. Etre sans cesse à leur contact, en mode multicanal (RDV, mail, téléphone, SMS), là est le véritable enjeu de nos journées. Toujours plus de proximité et toujours plus de réactivité sont à la base d’une relation réussie avec son client. Les agences ont été réinventées afin de vivre une expérience clients différenciante et digitale. C’est un véritable plaisir de travailler dans des univers repensés pour le client et le conseiller(e).  *** Concrètement quelles sont les missions d’un Chargé de clientèle des Particuliers ?  A leur écoute, et dans une démarche d'approche globale, vous établissez un diagnostic de leurs besoins et savez être force de proposition dans une approche de satisfaction clients. Vous détectez les besoins de vos clients pour leur proposer des solutions adaptées en termes d'investissements et de placements ou les orienter si nécessaire vers d'autres interlocuteurs au sein de la banque Vous instruisez les demandes de crédit et en évaluer les risques Vous gérez le risque dans le respect de vos délégations et vous identifiez les risques financiers (fraude fiscale, blanchiment...) Vous prospectez de nouveaux clients par le biais de la recommandation ou autres démarches actives.  *** Et la formation, on en parle ? Convaincus que la formation est le levier de la stratégie de l'entreprise, nous vous accompagnons dès votre arrivée, et tout au long de votre carrière. Nos pépinières de formations et nos parcours diplômants (Bachelor, ITB) en interne seront là pour accompagner vos projets d'évolution vers des métiers d'expertise et/ou de management. Profil *** Votre Profil  Une carrière se construit dans la diversité des expériences. Elle n'est pas une trajectoire linéaire mais un parcours fait de rencontres, de projets, d'apprentissages, et de réussites multiples. Vous êtes convaincu ? Alors maintenant, c'est à vous ! Doté d'un tempérament commercial prononcé et d'une aisance relationnelle, vous êtes diplômé d'un bac +2 minimum, de filière commerciale ou banque-assurance-finance de préférence. Vous avez le sens du service client et êtes pro-actif. Vous possédez d'excellentes qualités commerciales, entrepreneuriales, vous avez l'esprit d'équipe et faites preuve d'organisation et de rigueur. Vous êtes reconnu pour votre capacité d'adaptation et vos qualités d'écoute.  *** Et concernant la suite du process ? Vous l’avez compris, on mise sur l’innovation et le souhait d’être différenciant dans nos contacts avec vous. Le parcours recrutement a donc été travaillé pour vous permettre de vivre une expérience enrichissante et unique : Apprenons à nous connaître en nous faisant parvenir votre CV et Lettre de motivation Apprenez à vous connaître en complétant un questionnaire réparti en 3 rubriques : personnalité, raisonnement, motivations. Tout se passe en ligne, avec vos résultats accessibles instantanément. Apprenez à vous dépasser : pour les profils sélectionnés, nous vous proposons un entretien de recrutement sous le signe de la bienveillance et de la découverte de votre potentiel commercial. Vous n’avez plus d'excuse maintenant : POSTULEZ ! Nos équipes vous attendent avec impatience. #Toutcommenceici  Retrouvez toutes les informations sur notre site de recrutement CA Alpes Provence Ici on recrute  => Suivez nous sur : Linkedin (Recrutement by CAAP) Instagram (recrutementbycaap) Contrat CDI Localisation du poste Localisation du poste Provence-Alpes-Côte-d'Azur, Bouches du Rhône (13) Lieu de travail Aubagne Critères candidat Niveau d'études min. requis Bac+3 il y a 1 jour - Continuer pour postuler Signaler l'offre"
27,Opérateur-trice en saisie de données,CORTEX / SMSI,1 534 € - 1 600 € par mois,"Présentation de l’entreprise : Groupe Cortex / SMSI, Prestataire de Services spécialisé dans le domaine de la Gestion de Documents (éditique, dématérialisation, archivage électronique...) compte près de 80 collaborateurs. Nous développons des solutions d'optimisation de gestion de courriers, offrons toutes les prestations de services dédiées au courrier entrant et sortant des grands comptes (Banques, Assurances, OPHLM, Annonceurs, et Agences Marketing). Description du poste : Dans le cadre d’un CDD nous recherchons nous recherchons un-e opérateur-trice de numérisation et saisie de données. Les missions rattachées à ce poste : Saisie de données sur divers programmes internes ou clients Vidéo-codage divers programmes internes ou clients Ouverture, mise à plat, tri, dépollution de courriers et de documents Autres missions liés au courrier entrant Il vous faut : Maitriser l'utilisation d'appareils de numérisation et d'ouverture de courrier Maitriser les outils informatiques Pack Office et PDF Etre à l'aise avec les contacts clients sur sites Durée du contrat : 5 mois renouvelable Date de début prévue : immédiat Durée du contrat : 4 mois Date de début prévue : 28/04/2021 Type d'emploi : Temps plein, CDD Salaire : 1 534,00€ à 1 600,00€ par mois Horaires : Du Lundi au Vendredi Périodes de Travail de 8 Heures Travail en journée Mesures COVID-19: Mise en place de masques, Gel et Visières. Expérience: saisie informatique: 1 an (Souhaité) Télétravail: Oui Précautions contre le COVID-19: Équipement de protection individuel fourni ou requis Consignes de distanciation sociale Procédures renforcées de désinfection et de nettoyage il y a 20 jours Signaler l'offre"
28,CDD/CDI Conseiller Clientèle Banque Débutant(H/F) Dépt 31,Groupe BPCE,,"Description de l'entreprise La Banque Populaire Occitane est l'une des 12 Banques Populaires Régionales du Groupe BPCE, 2ème groupe bancaire en France. Avec 576 000 clients et 198 500 sociétaires répartis sur 8 départements, la Banque Populaire Occitane est un acteur économique majeur sur son territoire. Entreprise citoyenne, la Banque Populaire Occitane recrute localement. Elle propose à ses 2 080 collaborateurs une possibilité d’évolution professionnelle sur plus de 100 métiers grâce à une importante politique de promotion interne. Poste et missions Vous avez le goût de la relation client et un sens commercial affirmé ? Vous êtes force de proposition ? • En nous rejoignant , vous renforcerez dans un 1er temps vos compétences sur le pôle accueil : - Gestion du flux de clientèle - Qualification de la demande du client dans le respect des critères de qualité de services et des procédures - Réalisation des opérations courantes des clients (versement et retrait d'espèces, virements, opérations sur chèques et cartes bancaires, opération sur titres) - le conseil aux clients sur des produits et services simples. • Puis, en intégrant nos parcours d'embauche, vous bénéficiez d'un cursus de formation spécifique pendant 6 mois associant formations techniques et commerciales, ce qui vous permettra de réussir dans le métier de Conseiller Clientèle Particuliers au sein de nos agences. - Votre rôle sera de suivre et de développer votre portefeuille de clients particuliers. - A leur écoute et dans une démarche commerciale d’approche globale, vous les accompagnez dans chaque étape de leur vie, en établissant un diagnostic de leur besoin. - Vous êtes ainsi leur interlocuteur privilégié en leur apportant un conseil adapté. - La satisfaction clients est au cœur de vos préoccupations et c’est ainsi que vous commercialisez auprès d’eux notre gamme de produits et services (banque et assurance). - Votre ambition sera d’offrir le meilleur de la relation humaine et digitale à vos clients. Profil et compétences requises Profil recherché : • de formation supérieure Bac+3 à Bac+5 (quel que soit votre domaine d’expertise) • vous êtes une véritable force commerciale • vous avez un goût prononcé pour les produits et services bancaires • vous vous intéressez au digital et êtes à l'aise avec les outils informatiques • vous êtes motivé(e) par les challenges et la réussite collective • Vous présentez une forte appétence à l'environnement économique, financier, juridique et fiscal. Votre dynamisme, votre implication, votre sens du résultat, votre goût du challenge constitueront les atouts de votre réussite et vous permettront d’évoluer au sein de la Banque Populaire Occitane N'hésitez plus ! Rejoignez nous ! Job Reference: BPOC00327 il y a 1 jour - Continuer pour postuler Signaler l'offre"
29,Conseiller Clientèle en assurance santé H/F,Mutuelles du Soleil Agences,25 000 € - 25 001 € par an,"Notre ADN : Rejoignez un acteur majeur dans la région, dont le savoir-faire est reconnu dans les métiers de la protection sociale. Une culture d’entreprise emprunte de valeurs fortes : solidarité, proximité, respect et expertise.  Nos ambitions  : Continuer à œuvrer pour une mutuelle proche de ses adhérents, engagée dans le domaine de la santé et de la prévention et portée sur le bien-être au travail des femmes et des hommes qui la compose. Mutuelles du Soleil recherche pour son service Réseau et Développement, un  Conseiller Clientèle H/F.  Votre mission: Vous développez et fidélisez le portefeuille de prospects et d’adhérents et accueillez la clientèle.  Vous assurez la promotion de Mutuelle du Soleil (prospection téléphonique, participation à des évènements, recommandation, parrainage) ; Vous conseillez et proposez des produits, des tarifications et des garanties en respectant le devoir de conseil et d’information ; Vous transmettez les dossiers complets au service concerné dans le respect des procédures ; Vous assurez des actions de fidélisation de l’adhérent. + vous participez à l’ensemble des autres activités et à la vie quotidienne du service. Vos atouts : De formation Bac +2 minimum dans le secteur assurance, mutuelle/ banque ou commercial, vous possédez une expérience de 2 ans minimum sur un poste similaire et idéalement sur un poste de commercial sédentaire en assurance santé.  Vous maîtrisez les techniques de vente, de prise de rendez-vous et les relances téléphoniques.  Vous avez des connaissances dans la législation et la règlementation du régime complémentaire et du régime obligatoire.  Vous : Vous êtes rigoureux(se), réactif(ve), dynamique, autonome avec un bon esprit d’équipe, une bonne aisance relationnelle et le sens du service ! il y a 5 jours - Continuer pour postuler Signaler l'offre"
30,Consultant(e) Banque/Assurance H/F,Optimind,,"Présentation  Avec 300 collaborateurs, Optimind est le leader français du conseil en gestion des risques. Aujourd’hui, nous accompagnons les organismes assureurs, banques et grandes entreprises autour de la définition de la stratégie, de la gestion des risques et de la transformation à travers nos lignes de services : Strategy, Finance, Risk, Compliance, Human Resources, Digital Transformation, Market, Data & BPO.  Description  Au sein de la Practice Financial & Accounting Services, reconnu sur le marché français du conseil et d'assistance opérationnelle, vous rejoindrez une équipe d’une quarantaine de collaborateurs. L'équipe est experte sur la consolidation en normes IFRS, les systèmes d'information de consolidation, l'assistance comptable et financière et enfin les reportings prudentiels et réglementaires. Vous accompagnerez les Directions comptables et financières de grandes entreprises cotées dans leurs projets de transformation, en leur apportant votre expertise. En tant que Consultant(e) Banque/Assurance, vous capitalisez sur votre expérience tout en développant de nouvelles compétences techniques sur des sujets variés en : La mise en œuvre de normes réglementaires (IFRS 9, reporting financier FINREP, normes COREP, SURFI); Piloter la refonte et l’optimisation des processus des directions financières; La maîtrise d’ouvrage comptable, sur des sujets titres, financements (rédaction de spécifications fonctionnelles, conduite du changement, coordination de projet), L’optimisation de la production, du contrôle comptable et du reporting d’informations financières; La mise en place des reportings narratifs (RSR/SFCR) Solvency II; La revue et l’optimisation des processus / Procédures comptables et financières; Participer à des projets de transformation de la chaine d’information comptable; La production de livrable sur vos missions; L’animation des réunions de travail, comités opérationnels ou comités de pilotage en alliant travail de recherche individuel et travail d’équipe avec le client.   VOTRE TRAJECTOIRE DE CARRIERE  En rejoignant Optimind, vous aurez l’opportunité de développer un set de compétences et d’évoluer dans un environnement dynamique avec un fort esprit start-up vous permettant de développer les dimensions suivantes : leadership, métier, expertises. Grâce aux missions variées auxquelles vous participerez, vous pourrez renforcer vos compétences, en acquérir de nouvelles et progresser ainsi au sein d’Optimind.  Profil  De formation supérieure en comptabilité (BAC + 5 minimum), master CCA, DSCG, voire expert-comptable stagiaire, vous possédez une expérience d’au moins 3 années acquises dans une banque ou une compagnie d’assurance ou en cabinet ; Vous avez une bonne connaissance des problématiques réglementaires, des processus et des enjeux opérationnels des directions financières ; Vous possédez une connaissance approfondie du secteur de la banque et/ou assurance (acteurs, technologies, enjeux spécifiques…) Vous avez un excellent sens du relationnel et appréciez le travail en équipe ; Force de proposition, vous savez être autonome et rigoureux(se) dans votre travail.  Plus d'informations  Optimind est labellisée Happy@Work 2020 Optimind est engagée dans une politique RSE exigeante : labellisation Ecovadis, Pacte mondial des Nations-Unies depuis 2010 Nombreux moments de convivialités : séminaires, afterworks, conférences et petits-déjeuners La fondation Optimind soutient d'importants projets d’intérêt général il y a 5 jours - Continuer pour postuler Signaler l'offre"
31,Consultant(e) Débutant(e) Conformité Banque/Assurance,PwC,,"Au sein de l’équipe Regulatory de Pwc France, vous interviendrez sur les aspects de conformité, de protection de la clientèle et de sécurité financière.  Vous travaillerez pour les Directions Générales, les Directions de la Conformité, les Directions Contrôle Permanent et les Directions Audit Interne des plus grands établissements Financiers.  N'hésitez pas rejoignez notre équipe à taille humaine, et vivez la ""PwC Experience"" Ce que vous pouvez attendre de la mission : Cadre de travail : Equipe : en moyenne, équipe constituée de 2 à 3 intervenants, Rythme des missions : des durées de missions variables (de quelques jours à quelques mois), Lieu des missions proposées : principalement Ile-de-France. Principales tâches : Réaliser des missions de diagnostic auprès de clients bancaires de différentes tailles afin de s’assurer de leur conformité par rapport aux réglementations applicables, Assister, notamment les Directions de Conformité dans la mise en œuvre opérationnelle des nouvelles réglementations ou suite à des plans de remédiation, Apporter un appui méthodologique et conseiller les Directions concernées. Assurer un rôle d'alerte à tous les niveaux hiérarchiques Mener des actions de formations et de conduite du changement Ce que nous attendons de vous : Diplômé(e) d’une Ecole de commerce ou d'Ingénieur, d'un 3e cycle universitaire Une première expérience dans le domaine bancaire au sein d'une équipe conformité Connaissances du métier / du secteur de l'assurance Niveau d’anglais opérationnel Qualités relationnelles, sens du contact et grande capacité d'écoute Rigueur et autonomie Capacité pédagogique et de conceptualisation Aisance dans la prise de parole Mots clés : Conformité, banque, règlementation Il y a plus de 30 jours - Continuer pour postuler Signaler l'offre"
32,Graduate Program H/F,Crédit Agricole Caisses Régionales,,"Métier Finance / Comptabilité / Contrôle de gestion / Trésorerie Titre du poste Graduate Program H/F Description du poste Envie de rejoindre une Banque Mutualiste, connectée et résolument orientée client ? Intégrez une entreprise qui mise sur des valeurs humaines et de proximité, et qui offre de belles opportunités d'évolution grâce à un processus de promotions interne dynamique. Vous souhaitez découvrir l'étendue des métiers proposés dans le monde de la Banque et de l'Assurance ? Le Graduate Program du Crédit Agricole Normandie Seine est fait pour vous ! Qu'est ce que le Graduate Program ? Un programme challengeant qui vous permettra d'appréhender le Crédit Agricole Normandie Seine et sa stratégie dans sa globalité. Il permet de d'intégrer le Crédit Agricole Normandie Seine en CDI et d'en découvrir différents métiers et fonctions stratégiques. Pendant 2 ans vous effectuerez 4 missions (de 6 mois) à portée stratégique au sein de différents services et directions (Organisation / Marketing / Distribution / Audit / Finances / Ressources Humaines / Assurances etc.). Vous participerez à des Comités et des Groupes de travail transversaux. Ces différentes missions vous permettront de vous approprier les valeurs et la culture du Crédit Agricole Normandie Seine. A l'issue de ces missions, vous pourrez ainsi vous orienter vers un emploi correspondant au mieux à vos souhaits. Vos Avantages ? Ticket Restaurant, Intéressement/Participation, 13ème mois, 39h (avec des RTT), Comité d'Entreprise, Espaces collaboratifs, Associations Sportives et Musicales... Vous avez des questions sur votre rémunération ? N'hésitez pas à nous les poser en entretien. Si votre candidature est sélectionnée, vous recevrez une invitation pour réaliser un entretien vidéo différé, des tests en ligne, puis un entretien avec l'Adjointe du Directeur des Ressources Humaines, et enfin, avec le Directeur des Ressources Humaines. Nous vous invitons à parcourir notre vitrine RH sur notre site internet pour découvrir nos valeurs et notre politique. Profil Votre Profil ? Vous êtes jeune diplômé d'une école de commerce ou d'ingénieur Fort d'une première expérience professionnelle, vous souhaitez intégrer une entreprise qui rayonne sur son territoire et incarne les forces d'un grand Groupe. Vos Atouts ? Vous avez un goût prononcé pour les challenges et faites preuve de capacité d'adaptation. Vous aimez travailler avec les autres. Vous possédez des qualités relationnelles, d'écoute et d'ouverture. Contrat CDI Statut Cadre Localisation du poste Localisation du poste Normandie, Seine Maritime (76) Lieu de travail Bois Guillaume / Evreux Critères candidat Niveau d'études min. requis Bac+5 Demandeur Date limite de candidature 13/05/2021 Date de fin de publication 13/05/2021 il y a 7 jours - Continuer pour postuler Signaler l'offre"
